"","coef.parasites","coef.high","exp.coef.parasites","exp.coef.high","p.parasites","p.high","high.CI_low","high.CI_high","converge.issue","infection.length","arena.size","tol.diff","initial.parasites"
"9388",0.0735899766121789,-2.7423089740867,1.07636538002537,0.0644214276269481,0.00073084427119622,1.958186492431e-20,0.0360641514445433,0.115076056728407,"no",110,10,"10x",90
"9389",0.0484075674585162,-1.81493061184226,1.04959835029337,0.162849207804689,0.0133303371561377,1.14879416582678e-17,0.107464993864307,0.246776773803204,"no",110,10,"10x",90
"9390",0.0387768642710082,-2.26971840000132,1.03953849958823,0.103341276889514,0.0854184749615074,7.9077247415882e-22,0.065020253083969,0.164247584446702,"no",110,10,"10x",90
"9391",0.0424818202122811,-2.68709263295402,1.0433970874637,0.0680785813476061,0.0457851715512892,4.49050699233674e-23,0.0399758132484888,0.115937434705667,"no",110,10,"10x",90
"9392",0.0285663890980102,-2.57481597444319,1.02897832150959,0.0761678383378235,0.202419595145745,9.90060637714611e-24,0.0460821878413877,0.125895489533296,"no",110,10,"10x",90
"9393",0.0768989290175071,-2.37067082984723,1.07993292099512,0.0934180376457839,0.000107582707290222,7.87584461376151e-21,0.0568684215447149,0.153458272984194,"no",110,10,"10x",90
"9394",0.0378290908788034,-2.14562868157657,1.03855371940609,0.1169944616562,0.0369773868684059,8.66183511386903e-22,0.0754666774286428,0.181374144517843,"no",110,10,"10x",90
"9395",0.0559532180093204,-2.4608347979151,1.05754820836891,0.0853636598093726,0.00388050865050065,2.32941277401183e-24,0.0531615645435473,0.137071857809624,"no",110,10,"10x",90
"9396",0.0165992452607651,-1.64147810899419,1.01673777818491,0.19369353044572,0.453798654979105,4.23650595235655e-14,0.12651381248356,0.296546147808187,"no",110,10,"10x",90
"9397",0.0286678879668288,-2.66715923417995,1.02908276694572,0.0694492343597676,0.164760094318149,5.12985386535144e-23,0.0409128529733204,0.117889509106177,"no",110,10,"10x",90
"9398",0.0584020084993535,-2.81553743526209,1.06014109578764,0.0598725324816853,0.0056288013662822,2.77528327982482e-24,0.034794603206946,0.103025176762322,"no",110,10,"10x",90
"9399",0.0280925471612683,-2.2340296417995,1.02849086392691,0.107096000931632,0.128423070231852,2.01581944623526e-22,0.0683212765619684,0.167876743420406,"no",110,10,"10x",90
"9400",0.0377503301361088,-2.23145809564588,1.03847192536495,0.107371757649498,0.0670965735939662,3.85046890055736e-21,0.0675472860318146,0.17067590747188,"no",110,10,"10x",90
"9401",0.0229698574216801,-2.30463668831941,1.02323569612026,0.0997950507757857,0.271119913327429,1.0056458346563e-23,0.0636415270827445,0.156486693765114,"no",130,10,"10x",90
"9402",0.035268376093648,-2.62256162540558,1.03589768167054,0.0726166078240414,0.0518635490392075,5.15850935576704e-25,0.044150284173192,0.11943686956091,"no",130,10,"10x",90
"9403",0.0599612540221022,-2.61251853163075,1.06179540544703,0.0733495777078377,0.00733750840713687,3.70291506698478e-25,0.0447489069303586,0.120229988149009,"no",130,10,"10x",90
"9404",0.0566087135735788,-2.62057732577236,1.05824165377886,0.0727608439888699,0.00636021496657116,1.83369921071043e-25,0.0444634888587123,0.119067139216074,"no",130,10,"10x",90
"9405",0.054054775180377,-2.33679033265836,1.05554241809797,0.0966373146182565,0.00523401549322176,6.09852579826047e-21,0.0593303069741111,0.157403038226364,"no",130,10,"10x",90
"9406",0.0400808060058494,-2.15982852868414,1.04089488135203,0.115344897683834,0.0517594665852706,4.49450406514014e-20,0.0727165937531555,0.182962990082534,"no",130,10,"10x",90
"9407",0.0145275663977692,-1.93936540316964,1.01463360435942,0.143795172790598,0.503644987343441,1.69011503517346e-18,0.093249573396591,0.221738834449552,"no",130,10,"10x",90
"9408",0.0584333125019218,-2.22816589790198,1.06017428296667,0.107725829224809,0.00325111083828773,7.27209655541881e-22,0.0683842392286609,0.169700714858707,"no",130,10,"10x",90
"9409",0.0483110970321105,-2.28498801109024,1.04949709997687,0.101775282273644,0.022293960635138,4.54439670207644e-23,0.0647149811127566,0.16005889059648,"no",130,10,"10x",90
"9410",0.0741855981525755,-2.61896915327526,1.07700667739735,0.072877950115226,0.000921454089361249,1.9274622108225e-23,0.0435661065691297,0.121911183515325,"no",130,10,"10x",90
"9411",0.0207125077728111,-2.35395787684506,1.02092850043432,0.0949924488010953,0.297107190520857,3.51896910323438e-23,0.0596538573691482,0.151265412283222,"no",130,10,"10x",90
"9412",0.0821609454207358,-3.44619292931745,1.08563052303082,0.0318667246090967,5.81903662262462e-05,8.8013371606076e-21,0.015473534380981,0.0656274198453444,"no",130,10,"10x",90
"9413",0.0117712392432734,-2.01272720003263,1.01184079292302,0.133623758576641,0.567828865517114,5.26131216716091e-20,0.086859823043068,0.205564646928825,"no",130,10,"10x",90
"9414",0.0441332401564045,-2.0065932231398,1.04512159777702,0.134445922613815,0.0313191357256917,2.9548410541874e-20,0.0877623561935218,0.20596195101715,"no",130,10,"10x",90
"9415",0.0513759315667561,-2.67790953189501,1.05271856904605,0.0687066331581045,0.0104609526022148,9.41273653155486e-26,0.0416621088833267,0.113306828829578,"no",130,10,"10x",90
"9416",0.00881923828956161,-2.49467160333384,1.00885824234928,0.0825235474002283,0.673656110856939,1.07038210779117e-23,0.0506955857817466,0.134333902459211,"no",130,10,"10x",90
"9417",0.00262052950028782,-2.6882863253391,1.00262396608896,0.067997364946808,0.913138745683476,1.41427786507741e-22,0.0396683334103617,0.116557496678236,"no",130,10,"10x",90
"9418",0.043652833564569,-2.2529443923157,1.04461963505493,0.105089344323354,0.0488095673475568,4.25127327750791e-21,0.0657831284418688,0.167881500194561,"no",130,10,"10x",90
