"","coef.parasites","coef.high","exp.coef.parasites","exp.coef.high","p.parasites","p.high","high.CI_low","high.CI_high","converge.issue","infection.length","arena.size","tol.diff","initial.parasites"
"1",0.397101244678603,-1.26964472855296,1.48750652454773,0.280931410960098,0.00255270441791395,0.0123796084621228,0.103874033815691,0.759790053056645,"no",10,2,"5x",10
"2",0.327367040697773,-1.03169009846614,1.38731058318776,0.356404093248758,0.0073963946364862,0.0314961543215139,0.139197215581019,0.912546110597564,"no",10,2,"5x",10
"3",0.49809207179476,-1.17327542528656,1.64557862780701,0.309352020593743,0.00191513441284708,0.0231473362805076,0.112380846341402,0.851556788909638,"no",10,2,"5x",10
"4",0.294005451409683,-2.19954888180766,1.34179121830067,0.110853154959179,0.034251712754143,0.00324829023094027,0.0256223800294586,0.47959720955959,"no",10,2,"5x",10
"5",0.222985372125821,-1.70421577845732,1.2498022916516,0.181914991906404,0.0757739506842553,0.00181148284217682,0.0623520191669005,0.530745671470966,"no",10,2,"5x",10
"6",0.347275242948385,-1.8652858635477,1.41520619729459,0.154851937033123,0.00397870300600026,0.000545429894305696,0.0537883023448044,0.445805525692086,"no",10,2,"5x",10
"7",0.160084679389246,-0.963815844073282,1.17361024738315,0.381434610470887,0.23776176426904,0.046159019023314,0.147901260748,0.983712791420845,"no",10,2,"5x",10
"8",-0.156324911716971,-1.21088387732597,0.855281254320289,0.297933826063315,0.363658512303277,0.0342325824505188,0.0971231057433779,0.913938697010598,"no",10,2,"5x",10
"9",0.234571224357421,-1.48114351566337,1.26436652292198,0.227377529897575,0.0754300788999483,0.00773798786801945,0.076448133788461,0.676282579315573,"no",10,2,"5x",10
"10",0.197980208365192,-2.3138329904654,1.21893826880184,0.098881512362117,0.136713364681049,0.00185960280013784,0.0230242882337268,0.424662573182044,"no",10,2,"5x",10
"11",0.433377865552718,-2.33335655772741,1.54245895270123,0.096969715775361,1.65279729999308e-05,0.00166786183975076,0.0226391843408713,0.415347374533212,"no",10,2,"5x",10
"12",0.288835583411503,-2.19208680468862,1.33487223534583,0.111683443737103,0.0324709626517671,0.00036157287444189,0.0334838028305237,0.372514187474792,"no",10,2,"5x",10
"13",0.103088467126039,-2.81170734705276,1.1085894784631,0.0601022892759313,0.547603251181071,0.0065813040673308,0.00790901571428705,0.456730054244602,"no",10,2,"5x",10
