"","intercept.coef","coef.high","p.intercept","p.high","infection.length","arena.size","initial.parasites","resist.diff"
"1",1.72810944215164,-0.237455065705498,0,0.000183132822922091,10,2,10,"25%"
"2",1.73871024813832,-0.184785045634349,0,0.00298043038078426,10,2,10,"25%"
"3",1.69744878975683,-0.17793558484999,0,0.00500810262651413,10,2,10,"25%"
"4",1.72988406550997,-0.311606658532208,0,1.49852126041835e-06,10,2,10,"25%"
"5",1.70292825552145,-0.2100241593392,0,0.000992558840626386,10,2,10,"25%"
"6",1.74571553072666,-0.273243473364687,0,1.71130314622836e-05,10,2,10,"25%"
"7",1.76301700036258,-0.323181872314195,0,4.26900241899623e-07,10,2,10,"25%"
"8",1.71918877639324,-0.175890666461961,0,0.00501388593351808,10,2,10,"25%"
"9",1.79009141212737,-0.297187315942697,0,2.04737629684304e-06,10,2,10,"25%"
"10",1.72455071953479,-0.209423486560912,0,0.000901945810394892,10,2,10,"25%"
"11",1.78170913337473,-0.232021225345878,0,0.000169508487816714,10,2,10,"25%"
"12",1.74046617484051,-0.218767176710271,0,0.000489878179845326,10,2,10,"25%"
"13",1.71199450075952,-0.177280134515212,0,0.00484611107042007,10,2,10,"25%"
"14",1.71018781553437,-0.212799406907658,0,0.000820751855229902,10,2,10,"25%"
"15",1.72988406550997,-0.15711013744696,0,0.0113154243640166,10,2,10,"25%"
"16",1.69377906086786,-0.180852048813748,0,0.00444082803481323,10,2,10,"25%"
"17",1.71199450075926,-0.216845734726865,0,0.000653022111086515,10,2,10,"25%"
"18",1.75785791755247,-0.231801614054057,0,0.000205037747648549,10,2,10,"25%"
"19",1.70837786028904,-0.206525158533767,0,0.00115509872754141,10,2,10,"25%"
"20",1.70110510095997,-0.224056376543985,0,0.000472635202607801,10,2,10,"25%"
"21",1.74571553072667,-0.21748767371164,0,0.000508605491991723,10,2,10,"25%"
"22",1.77155676191064,-0.249857763784219,0,6.09466417179469e-05,10,2,10,"25%"
"23",1.71379792775835,-0.192098929631082,0,0.00234244907049036,10,2,10,"25%"
"24",1.69561560867539,-0.114577170762531,0,0.0662872447756636,10,2,10,"25%"
"25",1.70656462316484,-0.165405551483247,0,0.00854535637048889,10,2,10,"25%"
"26",1.79009141212737,-0.299437035681876,0,1.7395084013957e-06,10,2,10,"25%"
"27",1.73871024813827,-0.239087201709137,0,0.000153571869997714,10,2,10,"25%"
"28",1.7800242130097,-0.253967909512513,0,4.35809008833759e-05,10,2,10,"25%"
"29",1.72455071953476,-0.211623707477848,0,0.000801472450726763,10,2,10,"25%"
"30",1.76985463384004,-0.301980285726639,0,1.84110770173077e-06,10,2,10,"25%"
"31",1.77495235091168,-0.286552766850168,0,5.16214294156229e-06,10,2,10,"25%"
"32",1.71018781553425,-0.206110418754994,0,0.00116823647231462,10,2,10,"25%"
"33",1.73518911773967,-0.297726470020064,0,3.69611110179584e-06,10,2,10,"25%"
"34",1.72633166390562,-0.240191967815479,0,0.000158042613349248,10,2,10,"25%"
"35",1.75440368268431,-0.215388234546561,0,0.000540933359697596,10,2,10,"25%"
"36",1.70656462316485,-0.184865625038513,0,0.00345999578352318,10,2,10,"25%"
"37",1.72276659774113,-0.254892249627189,0,6.72868000685635e-05,10,2,10,"25%"
"38",1.71379792775844,-0.16836534529812,0,0.00726753047837268,10,2,10,"25%"
"39",1.68824909285858,-0.208919865769733,0,0.00114453170682995,10,2,10,"25%"
"40",1.79009141212738,-0.215244944462487,0,0.000432024827868762,10,2,10,"25%"
"41",1.76814960358892,-0.257427664093031,0,3.87566306538183e-05,10,2,10,"25%"
"42",1.79508725932074,-0.293234557565744,0,2.56905559904905e-06,10,2,10,"25%"
"43",1.69744878975688,-0.177935584848583,0,0.00500808996586023,10,2,10,"25%"
"44",1.75267208052001,-0.262017704075426,0,3.31793152069608e-05,10,2,10,"25%"
"45",1.75958057086387,-0.2291858657698,0,0.000236296684713573,10,2,10,"25%"
"46",1.74571553072667,-0.248327122088503,0,8.31620560912743e-05,10,2,10,"25%"
"47",1.75440368268431,-0.226175825675651,0,0.000292292418906218,10,2,10,"25%"
"48",1.71379792775842,-0.170499817828762,0,0.00659189850889545,10,2,10,"25%"
"49",1.73695123273312,-0.262188223624528,0,3.78123747015386e-05,10,2,10,"25%"
"50",1.74571553072666,-0.2174876737162,0,0.000508608540886558,10,2,10,"25%"
"51",1.7047480922386,-0.172191224140085,0,0.00633154340125359,10,2,10,"25%"
"52",1.76130026174337,-0.257222864965314,0,4.17317008856062e-05,10,2,10,"25%"
"53",1.74745921033148,-0.214902342233092,0,0.000581035866967471,10,2,10,"25%"
"54",1.78507048107739,-0.303465940150649,0,1.3781405076758e-06,10,2,10,"25%"
"55",1.77325599766351,-0.200482069599722,0,0.00109816126192291,10,2,10,"25%"
"56",1.71918877639331,-0.23078919232968,0,0.000287008602225592,10,2,10,"25%"
"57",1.66581824587048,-0.197943897757145,0,0.00224055693050556,10,2,10,"25%"
"58",1.74919985480928,-0.281325506692989,0,9.67641026613205e-06,10,2,10,"25%"
"59",1.72455071953467,-0.275281559251525,0,1.83924921581692e-05,10,2,10,"25%"
"60",1.76985463384004,-0.279200257395125,0,9.03261121120783e-06,10,2,10,"25%"
"61",1.71018781553434,-0.171172367396228,0,0.00648707441094764,10,2,10,"25%"
"62",1.73518911773968,-0.251314428280156,0,7.55155119996494e-05,10,2,10,"25%"
"63",1.75267208052002,-0.228792056445858,0,0.000254092090429784,10,2,10,"25%"
"64",1.76301700036244,-0.270112904183079,0,1.77832637333116e-05,10,2,10,"25%"
"65",1.75613229158496,-0.252054894788997,0,6.05067764846673e-05,10,2,10,"25%"
"66",1.76301700036241,-0.30906399076834,0,1.20116194399174e-06,10,2,10,"25%"
"67",1.70110510095993,-0.166390734718738,0,0.00835256286877034,10,2,10,"25%"
"68",1.72988406551006,-0.214756832546587,0,0.000654300990542371,10,2,10,"25%"
"69",1.77495235091169,-0.275329304482735,0,1.11496550085864e-05,10,2,10,"25%"
"70",1.79508725932077,-0.34816827638114,0,3.89889292450829e-08,10,2,10,"25%"
"71",1.72988406551003,-0.257412008148819,0,5.42399923471942e-05,10,2,10,"25%"
"72",1.69561560867519,-0.169559305179078,0,0.00740558664766447,10,2,10,"25%"
"73",1.70656462316504,-0.176169918068924,0,0.00522702906404506,10,2,10,"25%"
"74",1.70474809223844,-0.187425468711716,0,0.00308308002689083,10,2,10,"25%"
"75",1.70292825552147,-0.232752410418787,0,0.000287846171248684,10,2,10,"25%"
"76",1.71379792775862,-0.234468700670321,0,0.000241712749526688,10,2,10,"25%"
"77",1.76473079684014,-0.254008857344626,0,4.96869443600137e-05,10,2,10,"25%"
"78",1.71739505393926,-0.220006645309523,0,0.000531058681673148,10,2,10,"25%"
"79",1.78339121955755,-0.25083435145746,0,5.17540760944456e-05,10,2,10,"25%"
"80",1.71739505393932,-0.16346985142159,0,0.00893750945945772,10,2,10,"25%"
"81",1.75785791755241,-0.233977893477522,0,0.000180171684445678,10,2,10,"25%"
"82",1.73871024813856,-0.184785045631484,0,0.00298041163351342,10,2,10,"25%"
"83",1.69927861643408,-0.181955992907717,0,0.00411242824165674,10,2,10,"25%"
"84",1.74396880539177,-0.231041793334525,0,0.000237173563323401,10,2,10,"25%"
"85",1.6845453849219,-0.136982876202815,0,0.0299672301429438,10,2,10,"25%"
"86",1.73165554515836,-0.218728533101736,0,0.000519818531399108,10,2,10,"25%"
"87",1.76985463384008,-0.268001932085348,0,1.91438849547296e-05,10,2,10,"25%"
"88",1.66959183525389,-0.169968788826372,0,0.00806104786163583,10,2,10,"25%"
"89",1.74221902366793,-0.235921870149698,0,0.000180408651733856,10,2,10,"25%"
"90",1.7369512327331,-0.224024220679172,0,0.000372922749119479,10,2,10,"25%"
"91",1.73165554515845,-0.214332921630358,0,0.000662290221796114,10,2,10,"25%"
"92",1.74571553072671,-0.202417420795889,0,0.00115892904638415,10,2,10,"25%"
"93",1.7263316639057,-0.279412680944494,0,1.38255223040622e-05,10,2,10,"25%"
"94",1.72097928716702,-0.167054084662447,0,0.00749628028424289,10,2,10,"25%"
"95",1.71379792775837,-0.151451622858041,0,0.0152782485335082,10,2,10,"25%"
"96",1.78507048107727,-0.222724176176371,0,0.000288570098411015,10,2,10,"25%"
"97",1.72455071953471,-0.247501995142045,0,0.000103755943925051,10,2,10,"25%"
"98",1.75093747470783,-0.240215535212419,0,0.00013066716621636,10,2,10,"25%"
"99",1.73165554515844,-0.266088003139931,0,3.09869175597859e-05,10,2,10,"25%"
"100",1.78842056796261,-0.300020983854648,0,1.70069713385947e-06,10,2,10,"25%"
"101",1.83418018511201,-0.259333717446869,0,1.85160017118883e-05,30,2,10,"25%"
"102",1.85629799036564,-0.265024048558648,0,9.98100938751338e-06,30,2,10,"25%"
"103",1.80335860507143,-0.154699979483893,0,0.00962678406106171,30,2,10,"25%"
"104",1.83418018511201,-0.261406257047743,0,1.60493621293495e-05,30,2,10,"25%"
"105",1.82616089594539,-0.185224316451789,0,0.00187413719679958,30,2,10,"25%"
"106",1.83896107071235,-0.25586713361622,0,2.24429654356479e-05,30,2,10,"25%"
"107",1.82293508669652,-0.201568603396526,0,0.000770128371318588,30,2,10,"25%"
"108",1.80828877117927,-0.159630145591694,0,0.00748411023807591,30,2,10,"25%"
"109",1.80335860507141,-0.201952864333152,0,0.000848251242119406,30,2,10,"25%"
"110",1.77833644889594,-0.160930366812181,0,0.00792445286938364,30,2,10,"25%"
"111",1.79342474854715,-0.196059417346385,0,0.00124503505976493,30,2,10,"25%"
"112",1.86408013080768,-0.310154928303461,0,2.99885915059411e-07,30,2,10,"25%"
"113",1.87180217690159,-0.250435693600473,0,2.39739177517678e-05,30,2,10,"25%"
"114",1.82776990675109,-0.184897218230677,0,0.00189143824739969,30,2,10,"25%"
"115",1.83896107071235,-0.190302445124644,0,0.00132372153467773,30,2,10,"25%"
"116",1.82454929205105,-0.231240761545769,0,0.000128180874079666,30,2,10,"25%"
"117",1.83418018511201,-0.214791941823886,0,0.000329366702334298,30,2,10,"25%"
"118",1.80828877117927,-0.254363568673831,0,3.29870929130143e-05,30,2,10,"25%"
"119",1.81156209652425,-0.206132205485711,0,0.000636269722460453,30,2,10,"25%"
"120",1.8515994695841,-0.27882554152131,0,3.86327662264047e-06,30,2,10,"25%"
"121",1.82937633279936,-0.240141127682648,0,6.97753680167925e-05,30,2,10,"25%"
"122",1.83418018511201,-0.26348310099363,0,1.38964694831205e-05,30,2,10,"25%"
"123",1.81969883791734,-0.214268946880448,0,0.00037516891334694,30,2,10,"25%"
"124",1.84845481290462,-0.263309593039265,0,1.22019028801008e-05,30,2,10,"25%"
"125",1.85941811770188,-0.284571650036743,0,2.30672938855009e-06,30,2,10,"25%"
"126",1.82616089594539,-0.202820078341968,0,0.000702784467817256,30,2,10,"25%"
"127",1.85629799036563,-0.223143551313795,0,0.000167602496059126,30,2,10,"25%"
"128",1.86872051036419,-0.253300526252245,0,2.0210245465967e-05,30,2,10,"25%"
"129",1.84371920815878,-0.302560136477663,0,7.11245713267035e-07,30,2,10,"25%"
"130",1.83577635464483,-0.230346463608215,0,0.00012426911854974,30,2,10,"25%"
"131",1.81482474215906,-0.217459410958226,0,0.000320724529502944,30,2,10,"25%"
"132",1.83577635464484,-0.267160436729782,0,1.05749161297376e-05,30,2,10,"25%"
"133",1.78842056796255,-0.228172899717578,0,0.000203496704967235,30,2,10,"25%"
"134",1.86097453824953,-0.195156292378051,0,0.000885141833688396,30,2,10,"25%"
"135",1.8531680973567,-0.210295408834489,0,0.000379688187527013,30,2,10,"25%"
"136",1.86872051036419,-0.239479970633666,0,5.21796092663483e-05,30,2,10,"25%"
