"","intercept.coef","coef.high","p.intercept","p.high","infection.length","arena.size","initial.parasites","resist.diff"
"1",2.07693841146172,-0.586284035015568,0,4.06401674344151e-23,10,2,10,"75%"
"2",2.08193842187842,-0.538640311948533,0,2.0458620933665e-20,10,2,10,"75%"
"3",2.04769284336526,-0.530370219838309,0,2.55567355044923e-19,10,2,10,"75%"
"4",2.06432790386979,-0.582723362945128,0,1.22367202812221e-22,10,2,10,"75%"
"5",2.05923883436232,-0.561850425732492,0,2.5451981264562e-21,10,2,10,"75%"
"6",2.05412373369555,-0.583947888593277,0,1.69831005855103e-22,10,2,10,"75%"
"7",2.07317192866624,-0.584772344608911,0,6.0181703544874e-23,10,2,10,"75%"
"8",2.07065303564676,-0.575504269612575,0,2.3969265521524e-22,10,2,10,"75%"
"9",2.0906287310704,-0.599974354615024,0,3.0415201062404e-24,10,2,10,"75%"
"10",2.06305806242931,-0.57240368596969,0,5.21638466406279e-22,10,2,10,"75%"
"11",2.07944154167983,-0.568719602178077,0,3.96466756477248e-22,10,2,10,"75%"
"12",2.07317192866624,-0.508731382158327,0,1.50008590333033e-18,10,2,10,"75%"
"13",2.09433015417358,-0.572631156044458,0,1.13643482360952e-22,10,2,10,"75%"
"14",2.08815348228186,-0.581856328766638,0,4.29236010668274e-23,10,2,10,"75%"
"15",2.08442908319088,-0.602824542253943,0,2.82188959684418e-24,10,2,10,"75%"
"16",2.07191327525904,-0.539356407158871,0,2.86790609324288e-20,10,2,10,"75%"
"17",2.07317192866624,-0.555849305135443,0,3.01362208699315e-21,10,2,10,"75%"
"18",2.08069076108027,-0.522546143031013,0,1.82600683923575e-19,10,2,10,"75%"
"19",2.04898233419513,-0.518587629101196,0,1.0947831384012e-18,10,2,10,"75%"
"20",2.06305806242931,-0.556760908910842,0,4.21032564423143e-21,10,2,10,"75%"
"21",2.06051353179432,-0.549791592294134,0,1.185672661573e-20,10,2,10,"75%"
"22",2.06178660644112,-0.557709209662632,0,3.93066011554224e-21,10,2,10,"75%"
"23",2.0918640616784,-0.58335206783269,0,2.90151946708184e-23,10,2,10,"75%"
"24",2.05412373369554,-0.493876065451894,0,2.04343084005714e-17,10,2,10,"75%"
"25",2.06686275947298,-0.483768822378074,0,4.58299969357993e-17,10,2,10,"75%"
"26",2.07317192866624,-0.549291904593085,0,7.24597684937002e-21,10,2,10,"75%"
"27",2.06812778177956,-0.581988085669496,0,1.12416054358984e-22,10,2,10,"75%"
"28",2.09186406167839,-0.540055262080219,0,1.09665016854485e-20,10,2,10,"75%"
"29",2.06559613485778,-0.604658230739722,0,5.81148891377706e-24,10,2,10,"75%"
"30",2.06686275947297,-0.534305891374455,0,6.91969478296799e-20,10,2,10,"75%"
"31",2.06051353179432,-0.55200153794917,0,8.85790222533879e-21,10,2,10,"75%"
"32",2.06051353179431,-0.536633507721231,0,6.66856061050982e-20,10,2,10,"75%"
"33",2.07442899985629,-0.622815172607295,0,2.96748816515573e-25,10,2,10,"75%"
"34",2.06812778177956,-0.50159737035498,0,4.56195774177588e-18,10,2,10,"75%"
"35",2.06812778177956,-0.561830628264372,0,1.70125134445697e-21,10,2,10,"75%"
"36",2.05284085988266,-0.544328866038228,0,3.38543165529602e-20,10,2,10,"75%"
"37",2.089391872533,-0.5354666700264,0,2.26617515599141e-20,10,2,10,"75%"
"38",2.05284085988266,-0.544328866034448,0,3.38524001453125e-20,10,2,10,"75%"
"39",2.07693841146172,-0.59533387053366,0,1.17147149900003e-23,10,2,10,"75%"
"40",2.07819075977818,-0.501276039049146,0,3.23747334905279e-18,10,2,10,"75%"
"41",2.03208784529637,-0.519160833233282,0,1.97240330341002e-18,10,2,10,"75%"
"42",2.09433015417359,-0.548897571713626,0,2.95969062895272e-21,10,2,10,"75%"
"43",2.06686275947298,-0.612909749878219,0,1.7531247209273e-24,10,2,10,"75%"
"44",2.05923883436231,-0.564090068329767,0,1.89024344878424e-21,10,2,10,"75%"
"45",2.04510886259933,-0.525595657692152,0,5.22790125390979e-19,10,2,10,"75%"
"46",2.05284085988266,-0.571236318950303,0,9.82108151479439e-22,10,2,10,"75%"
"47",2.06178660644112,-0.548859594387708,0,1.26804077191754e-20,10,2,10,"75%"
"48",2.06939120582634,-0.528232134144774,0,1.38018135570413e-19,10,2,10,"75%"
"49",2.09801792725277,-0.567623222156351,0,1.9025814639281e-22,10,2,10,"75%"
"50",2.08442908319088,-0.56710645966148,0,3.90229288404247e-22,10,2,10,"75%"
"51",2.06559613485778,-0.511670932353507,0,1.38116730926378e-18,10,2,10,"75%"
"52",2.07568449280212,-0.543127624702635,0,1.47588506696737e-20,10,2,10,"75%"
"53",2.07568449280212,-0.530251910343637,0,8.13891603764973e-20,10,2,10,"75%"
"54",2.06432790386979,-0.578188207774403,0,2.25656419005973e-22,10,2,10,"75%"
"55",2.07568449280213,-0.536669044663727,0,3.4824773101286e-20,10,2,10,"75%"
"56",2.08069076108027,-0.610514915970405,0,1.1763273342791e-24,10,2,10,"75%"
"57",2.05540496385159,-0.580641954739586,0,2.48591128808347e-22,10,2,10,"75%"
"58",2.10046890887191,-0.660633780821044,0,3.05100240811065e-28,10,2,10,"75%"
"59",2.05540496385159,-0.555781917423002,0,6.7470095700328e-21,10,2,10,"75%"
"60",2.05923883436231,-0.539725629455976,0,4.69875499533457e-20,10,2,10,"75%"
"61",2.07191327525904,-0.608657873001056,0,2.41654050323094e-24,10,2,10,"75%"
"62",2.07568449280212,-0.553985494668978,0,3.45433520559646e-21,10,2,10,"75%"
"63",2.05796251000271,-0.592394967980316,0,4.52381540567233e-23,10,2,10,"75%"
"64",2.08442908319087,-0.611957025829428,0,7.8830819159465e-25,10,2,10,"75%"
"65",2.10657020906809,-0.598058215213701,0,1.72949255869484e-24,10,2,10,"75%"
"66",2.06559613485778,-0.588547410468228,0,5.22600868142503e-23,10,2,10,"75%"
"67",2.04769284336526,-0.559293259304786,0,5.99580825352697e-21,10,2,10,"75%"
"68",2.09801792725277,-0.623254918141178,0,7.60997201710959e-26,10,2,10,"75%"
"69",2.07568449280213,-0.57383179104368,0,2.36492023606259e-22,10,2,10,"75%"
"70",2.08442908319088,-0.607380358799269,0,1.49473452721722e-24,10,2,10,"75%"
"71",2.089391872533,-0.596487776354285,0,5.28013576783409e-24,10,2,10,"75%"
"72",2.07819075977818,-0.598861532690605,0,6.75447317418235e-24,10,2,10,"75%"
"73",2.08318452795867,-0.554956670949079,0,2.15682575985606e-21,10,2,10,"75%"
"74",2.07568449280212,-0.536669044664042,0,3.48250299493887e-20,10,2,10,"75%"
"75",2.05284085988266,-0.533327654972971,0,1.41246460058395e-19,10,2,10,"75%"
"76",2.05796251000271,-0.590088161883689,0,6.17560561582089e-23,10,2,10,"75%"
"77",2.06812778177956,-0.55080515825282,0,7.40910097900104e-21,10,2,10,"75%"
"78",2.08193842187843,-0.573426428030271,0,1.85240209477331e-22,10,2,10,"75%"
"79",2.06178660644112,-0.535730302945271,0,7.11171522165459e-20,10,2,10,"75%"
"80",2.08567209143047,-0.568349467903731,0,3.10425156606127e-22,10,2,10,"75%"
"81",2.0906287310704,-0.543066222353236,0,7.70956017061993e-21,10,2,10,"75%"
"82",2.07317192866624,-0.573548882238071,0,2.77052777844352e-22,10,2,10,"75%"
"83",2.10535292346434,-0.592425911402134,0,4.09608468861893e-24,10,2,10,"75%"
"84",2.07568449280213,-0.587284908731875,0,3.7698308534029e-23,10,2,10,"75%"
"85",2.07065303564676,-0.616700026049489,0,8.50007784140726e-25,10,2,10,"75%"
"86",2.08691355651854,-0.514139628454876,0,4.28953487698642e-19,10,2,10,"75%"
"87",2.05923883436231,-0.486464906299227,0,4.29371212073306e-17,10,2,10,"75%"
"88",2.07693841146172,-0.568426417616193,0,4.64329954549823e-22,10,2,10,"75%"
"89",2.08815348228186,-0.595249386102363,0,6.68792643673265e-24,10,2,10,"75%"
"90",2.06939120582633,-0.578736829379523,0,1.64346231596006e-22,10,2,10,"75%"
"91",2.06178660644112,-0.584737882049023,0,1.05444019657225e-22,10,2,10,"75%"
"92",2.06051353179432,-0.565364765758312,0,1.50468125120881e-21,10,2,10,"75%"
"93",2.08318452795867,-0.610712470597415,0,1.0025194523398e-24,10,2,10,"75%"
"94",2.05668455455722,-0.579635830168488,0,2.67603079018813e-22,10,2,10,"75%"
"95",2.08069076108026,-0.531002853051611,0,5.9671558636012e-20,10,2,10,"75%"
"96",2.06305806242931,-0.567909296396592,0,9.52601368469048e-22,10,2,10,"75%"
"97",2.05668455455722,-0.541557321593833,0,4.12366131780397e-20,10,2,10,"75%"
"98",2.07819075977819,-0.52215362407116,0,2.13114117408855e-19,10,2,10,"75%"
"99",2.0515563381903,-0.508258228259441,0,3.67674393876314e-18,10,2,10,"75%"
"100",2.07317192866624,-0.580267832487946,0,1.11205092701117e-22,10,2,10,"75%"
"101",2.15986879079245,-0.629474085695511,0,8.45636132320725e-28,30,2,10,"75%"
"102",2.16102152867226,-0.476476143750893,0,3.67018292209929e-18,30,2,10,"75%"
"103",2.16332302566054,-0.541956542360675,0,3.20647050961012e-22,30,2,10,"75%"
"104",2.1621729392773,-0.595642527853922,0,1.22577401179107e-25,30,2,10,"75%"
"105",2.15986879079245,-0.576774853697474,0,2.30796174018628e-24,30,2,10,"75%"
"106",2.1621729392773,-0.597732392771911,0,8.95827666443374e-26,30,2,10,"75%"
"107",2.15986879079245,-0.552432881028866,0,8.24883405898381e-23,30,2,10,"75%"
"108",2.1540850846756,-0.507351387497711,0,6.74614537114395e-20,30,2,10,"75%"
"109",2.17247640764703,-0.622788499617902,0,1.10096852146361e-27,30,2,10,"75%"
"110",2.1701959049483,-0.572830573748115,0,2.41587830763283e-24,30,2,10,"75%"
"111",2.18380155700408,-0.552602152788252,0,2.46575468963722e-23,30,2,10,"75%"
"112",2.17928687664955,-0.629598968620443,0,2.54782072558894e-28,30,2,10,"75%"
"113",2.15640258281597,-0.537014339528005,0,9.06028912962781e-22,30,2,10,"75%"
"114",2.17247640764702,-0.543235867916285,0,1.71796790937741e-22,30,2,10,"75%"
"115",2.17928687664955,-0.57989930006862,0,5.15736901526376e-25,30,2,10,"75%"
"116",2.17928687664955,-0.575867036540636,0,9.4814224316507e-25,30,2,10,"75%"
"117",2.15524450509534,-0.537838423011869,0,8.4941835191529e-22,30,2,10,"75%"
"118",2.17815501461586,-0.611624603192764,0,4.36532522897993e-27,30,2,10,"75%"
"119",2.16791018966744,-0.595136261604452,0,9.62630418069856e-26,30,2,10,"75%"
"120",2.16217293927731,-0.564807608077234,0,1.19983206663623e-23,30,2,10,"75%"
"121",2.1860512767381,-0.56074001514753,0,6.49921128924367e-24,30,2,10,"75%"
"122",2.17247640764702,-0.585284104159886,0,3.30687419048862e-25,30,2,10,"75%"
"123",2.15871472257434,-0.510056096986828,0,3.79056688481886e-20,30,2,10,"75%"
"124",2.1621729392773,-0.546752955164921,0,1.68706344390641e-22,30,2,10,"75%"
"125",2.17815501461587,-0.611624603188959,0,4.3649754154741e-27,30,2,10,"75%"
"126",2.1701959049483,-0.548829421648836,0,8.44266370841437e-23,30,2,10,"75%"
"127",2.17588743994809,-0.582578909443712,0,4.13337451583975e-25,30,2,10,"75%"
"128",2.17475172148416,-0.627189212768078,0,4.87764733533274e-28,30,2,10,"75%"
"129",2.17815501461587,-0.488059199164249,0,3.7440122949806e-19,30,2,10,"75%"
"130",2.15986879079245,-0.528669386576112,0,2.55809938090007e-21,30,2,10,"75%"
"131",2.14358936150359,-0.544201784922403,0,5.88848049494595e-22,30,2,10,"75%"
"132",2.16447179086441,-0.547065708780783,0,1.44290705956848e-22,30,2,10,"75%"
"133",2.17247640764702,-0.563038495212661,0,9.23046688439693e-24,30,2,10,"75%"
