"","time","avg.parasites","alive.or.dead","resistance.level","sim.num"
"6843",11,13.7058823529412,"alive","Higher Infection Resistance","55"
"6844",12,13.6024096385542,"alive","Higher Infection Resistance","55"
"6845",13,13.421686746988,"alive","Higher Infection Resistance","55"
"6846",14,13.1829268292683,"alive","Higher Infection Resistance","55"
"6847",15,13.0740740740741,"alive","Higher Infection Resistance","55"
"6848",16,13,"alive","Higher Infection Resistance","55"
"6849",17,12.962962962963,"alive","Higher Infection Resistance","55"
"6850",18,12.873417721519,"alive","Higher Infection Resistance","55"
"6851",19,12.7594936708861,"alive","Higher Infection Resistance","55"
"6852",20,12.5696202531646,"alive","Higher Infection Resistance","55"
"6883",1,18.54,"alive","Higher Clearance","55"
"6884",2,16.7422680412371,"alive","Higher Clearance","55"
"6885",3,15.1340206185567,"alive","Higher Clearance","55"
"6886",4,13.4270833333333,"alive","Higher Clearance","55"
"6887",5,11.8817204301075,"alive","Higher Clearance","55"
"6888",6,10.5384615384615,"alive","Higher Clearance","55"
"6889",7,9.52747252747253,"alive","Higher Clearance","55"
"6890",8,8.57142857142857,"alive","Higher Clearance","55"
"6891",9,7.61538461538461,"alive","Higher Clearance","55"
"6892",10,6.89010989010989,"alive","Higher Clearance","55"
"6893",11,6.17582417582418,"alive","Higher Clearance","55"
"6894",12,5.6,"alive","Higher Clearance","55"
"6895",13,5.04444444444444,"alive","Higher Clearance","55"
"6896",14,4.51685393258427,"alive","Higher Clearance","55"
"6897",15,4.02272727272727,"alive","Higher Clearance","55"
"6898",16,3.62068965517241,"alive","Higher Clearance","55"
"6899",17,3.2183908045977,"alive","Higher Clearance","55"
"6900",18,2.89655172413793,"alive","Higher Clearance","55"
"6901",19,2.59770114942529,"alive","Higher Clearance","55"
"6902",20,2.3448275862069,"alive","Higher Clearance","55"
"6962",1,14.68,"alive","Higher Infection Resistance","56"
"6963",2,14.5858585858586,"alive","Higher Infection Resistance","56"
"6964",3,14.4747474747475,"alive","Higher Infection Resistance","56"
"6965",4,14.3535353535354,"alive","Higher Infection Resistance","56"
"6966",5,14.2525252525253,"alive","Higher Infection Resistance","56"
"6967",6,14.0618556701031,"alive","Higher Infection Resistance","56"
"6968",7,13.9381443298969,"alive","Higher Infection Resistance","56"
"6969",8,13.9052631578947,"alive","Higher Infection Resistance","56"
"6970",9,13.7789473684211,"alive","Higher Infection Resistance","56"
"6971",10,13.6842105263158,"alive","Higher Infection Resistance","56"
"6972",11,13.5106382978723,"alive","Higher Infection Resistance","56"
"6973",12,13.3260869565217,"alive","Higher Infection Resistance","56"
"6974",13,13.1648351648352,"alive","Higher Infection Resistance","56"
"6975",14,13.0333333333333,"alive","Higher Infection Resistance","56"
"6976",15,12.8988764044944,"alive","Higher Infection Resistance","56"
"6977",16,12.8295454545455,"alive","Higher Infection Resistance","56"
"6978",17,12.75,"alive","Higher Infection Resistance","56"
"6979",18,12.5568181818182,"alive","Higher Infection Resistance","56"
"6980",19,12.3977272727273,"alive","Higher Infection Resistance","56"
"6981",20,12.2613636363636,"alive","Higher Infection Resistance","56"
"7012",1,18.62,"alive","Higher Clearance","56"
"7013",2,16.8686868686869,"alive","Higher Clearance","56"
"7014",3,15.2142857142857,"alive","Higher Clearance","56"
"7015",4,13.6020408163265,"alive","Higher Clearance","56"
"7016",5,12.1938775510204,"alive","Higher Clearance","56"
"7017",6,10.8350515463918,"alive","Higher Clearance","56"
"7018",7,9.58947368421053,"alive","Higher Clearance","56"
"7019",8,8.61702127659574,"alive","Higher Clearance","56"
"7020",9,7.65957446808511,"alive","Higher Clearance","56"
"7021",10,7.02127659574468,"alive","Higher Clearance","56"
"7022",11,6.30851063829787,"alive","Higher Clearance","56"
"7023",12,5.54838709677419,"alive","Higher Clearance","56"
"7024",13,4.8494623655914,"alive","Higher Clearance","56"
"7025",14,4.41935483870968,"alive","Higher Clearance","56"
"7026",15,4.03225806451613,"alive","Higher Clearance","56"
"7027",16,3.63440860215054,"alive","Higher Clearance","56"
"7028",17,3.25806451612903,"alive","Higher Clearance","56"
"7029",18,2.94623655913978,"alive","Higher Clearance","56"
"7030",19,2.64130434782609,"alive","Higher Clearance","56"
"7031",20,2.3695652173913,"alive","Higher Clearance","56"
"7086",1,14.45,"alive","Higher Infection Resistance","57"
"7087",2,14.3469387755102,"alive","Higher Infection Resistance","57"
"7088",3,14.2061855670103,"alive","Higher Infection Resistance","57"
"7089",4,14.0721649484536,"alive","Higher Infection Resistance","57"
"7090",5,13.9175257731959,"alive","Higher Infection Resistance","57"
"7091",6,13.7083333333333,"alive","Higher Infection Resistance","57"
"7092",7,13.59375,"alive","Higher Infection Resistance","57"
"7093",8,13.4421052631579,"alive","Higher Infection Resistance","57"
"7094",9,13.3157894736842,"alive","Higher Infection Resistance","57"
"7095",10,13.1789473684211,"alive","Higher Infection Resistance","57"
"7096",11,13.031914893617,"alive","Higher Infection Resistance","57"
"7097",12,12.9042553191489,"alive","Higher Infection Resistance","57"
"7098",13,12.7340425531915,"alive","Higher Infection Resistance","57"
"7099",14,12.5869565217391,"alive","Higher Infection Resistance","57"
"7100",15,12.4782608695652,"alive","Higher Infection Resistance","57"
"7101",16,12.3736263736264,"alive","Higher Infection Resistance","57"
"7102",17,12.2197802197802,"alive","Higher Infection Resistance","57"
"7103",18,12.0989010989011,"alive","Higher Infection Resistance","57"
"7104",19,11.978021978022,"alive","Higher Infection Resistance","57"
"7105",20,11.8241758241758,"alive","Higher Infection Resistance","57"
"7136",1,18.57,"alive","Higher Clearance","57"
"7137",2,16.5555555555556,"alive","Higher Clearance","57"
"7138",3,14.989898989899,"alive","Higher Clearance","57"
"7139",4,13.4591836734694,"alive","Higher Clearance","57"
"7140",5,11.8350515463918,"alive","Higher Clearance","57"
"7141",6,10.4948453608247,"alive","Higher Clearance","57"
"7142",7,9.5625,"alive","Higher Clearance","57"
"7143",8,8.63829787234043,"alive","Higher Clearance","57"
"7144",9,7.90425531914894,"alive","Higher Clearance","57"
"7145",10,7.16129032258065,"alive","Higher Clearance","57"
"7146",11,6.3695652173913,"alive","Higher Clearance","57"
"7147",12,5.67391304347826,"alive","Higher Clearance","57"
"7148",13,5.17391304347826,"alive","Higher Clearance","57"
"7149",14,4.6195652173913,"alive","Higher Clearance","57"
"7150",15,4.07608695652174,"alive","Higher Clearance","57"
"7151",16,3.69565217391304,"alive","Higher Clearance","57"
"7152",17,3.29347826086957,"alive","Higher Clearance","57"
"7153",18,2.95604395604396,"alive","Higher Clearance","57"
"7154",19,2.56666666666667,"alive","Higher Clearance","57"
"7155",20,2.36666666666667,"alive","Higher Clearance","57"
"7213",1,14.96,"alive","Higher Infection Resistance","58"
"7214",2,14.77,"alive","Higher Infection Resistance","58"
"7215",3,14.6868686868687,"alive","Higher Infection Resistance","58"
"7216",4,14.5918367346939,"alive","Higher Infection Resistance","58"
"7217",5,14.4591836734694,"alive","Higher Infection Resistance","58"
"7218",6,14.4020618556701,"alive","Higher Infection Resistance","58"
"7219",7,14.2061855670103,"alive","Higher Infection Resistance","58"
"7220",8,14.0309278350515,"alive","Higher Infection Resistance","58"
"7221",9,13.8315789473684,"alive","Higher Infection Resistance","58"
"7222",10,13.7021276595745,"alive","Higher Infection Resistance","58"
"7223",11,13.505376344086,"alive","Higher Infection Resistance","58"
"7224",12,13.3333333333333,"alive","Higher Infection Resistance","58"
"7225",13,13.1935483870968,"alive","Higher Infection Resistance","58"
"7226",14,13.0322580645161,"alive","Higher Infection Resistance","58"
"7227",15,12.8478260869565,"alive","Higher Infection Resistance","58"
"7228",16,12.75,"alive","Higher Infection Resistance","58"
"7229",17,12.6043956043956,"alive","Higher Infection Resistance","58"
"7230",18,12.5164835164835,"alive","Higher Infection Resistance","58"
"7231",19,12.3333333333333,"alive","Higher Infection Resistance","58"
"7232",20,12.1222222222222,"alive","Higher Infection Resistance","58"
"7263",1,18.62,"alive","Higher Clearance","58"
"7264",2,16.63,"alive","Higher Clearance","58"
"7265",3,14.89,"alive","Higher Clearance","58"
"7266",4,13.2222222222222,"alive","Higher Clearance","58"
"7267",5,11.8787878787879,"alive","Higher Clearance","58"
"7268",6,10.65625,"alive","Higher Clearance","58"
"7269",7,9.55208333333333,"alive","Higher Clearance","58"
"7270",8,8.58947368421053,"alive","Higher Clearance","58"
"7271",9,7.64210526315789,"alive","Higher Clearance","58"
"7272",10,6.87368421052632,"alive","Higher Clearance","58"
"7273",11,6.16842105263158,"alive","Higher Clearance","58"
"7274",12,5.48421052631579,"alive","Higher Clearance","58"
"7275",13,4.86315789473684,"alive","Higher Clearance","58"
"7276",14,4.47368421052632,"alive","Higher Clearance","58"
"7277",15,4.02105263157895,"alive","Higher Clearance","58"
"7278",16,3.58947368421053,"alive","Higher Clearance","58"
"7279",17,3.2,"alive","Higher Clearance","58"
"7280",18,2.9468085106383,"alive","Higher Clearance","58"
"7281",19,2.68085106382979,"alive","Higher Clearance","58"
"7282",20,2.4468085106383,"alive","Higher Clearance","58"
"7336",1,14.82,"alive","Higher Infection Resistance","59"
"7337",2,14.64,"alive","Higher Infection Resistance","59"
"7338",3,14.4949494949495,"alive","Higher Infection Resistance","59"
"7339",4,14.3979591836735,"alive","Higher Infection Resistance","59"
"7340",5,14.09375,"alive","Higher Infection Resistance","59"
"7341",6,13.8736842105263,"alive","Higher Infection Resistance","59"
"7342",7,13.7872340425532,"alive","Higher Infection Resistance","59"
"7343",8,13.6489361702128,"alive","Higher Infection Resistance","59"
"7344",9,13.4673913043478,"alive","Higher Infection Resistance","59"
"7345",10,13.3076923076923,"alive","Higher Infection Resistance","59"
"7346",11,13.1978021978022,"alive","Higher Infection Resistance","59"
"7347",12,13.0666666666667,"alive","Higher Infection Resistance","59"
"7348",13,12.9662921348315,"alive","Higher Infection Resistance","59"
"7349",14,12.8409090909091,"alive","Higher Infection Resistance","59"
"7350",15,12.6704545454545,"alive","Higher Infection Resistance","59"
"7351",16,12.4942528735632,"alive","Higher Infection Resistance","59"
"7352",17,12.3793103448276,"alive","Higher Infection Resistance","59"
"7353",18,12.1764705882353,"alive","Higher Infection Resistance","59"
"7354",19,12.0235294117647,"alive","Higher Infection Resistance","59"
"7355",20,11.8333333333333,"alive","Higher Infection Resistance","59"
"7386",1,18.59,"alive","Higher Clearance","59"
"7387",2,16.97,"alive","Higher Clearance","59"
"7388",3,15.31,"alive","Higher Clearance","59"
"7389",4,13.734693877551,"alive","Higher Clearance","59"
"7390",5,12.4387755102041,"alive","Higher Clearance","59"
"7391",6,11.3298969072165,"alive","Higher Clearance","59"
"7392",7,10.03125,"alive","Higher Clearance","59"
"7393",8,8.9375,"alive","Higher Clearance","59"
"7394",9,7.96875,"alive","Higher Clearance","59"
"7395",10,7.16666666666667,"alive","Higher Clearance","59"
"7396",11,6.40625,"alive","Higher Clearance","59"
"7397",12,5.84375,"alive","Higher Clearance","59"
"7398",13,5.22916666666667,"alive","Higher Clearance","59"
"7399",14,4.63157894736842,"alive","Higher Clearance","59"
"7400",15,4.0531914893617,"alive","Higher Clearance","59"
"7401",16,3.71276595744681,"alive","Higher Clearance","59"
"7402",17,3.29787234042553,"alive","Higher Clearance","59"
"7403",18,2.9468085106383,"alive","Higher Clearance","59"
"7404",19,2.63829787234043,"alive","Higher Clearance","59"
"7405",20,2.41489361702128,"alive","Higher Clearance","59"
"7468",1,14.69,"alive","Higher Infection Resistance","60"
"7469",2,14.4897959183673,"alive","Higher Infection Resistance","60"
"7470",3,14.3367346938776,"alive","Higher Infection Resistance","60"
"7471",4,14.1530612244898,"alive","Higher Infection Resistance","60"
"7472",5,14.0309278350515,"alive","Higher Infection Resistance","60"
"7473",6,13.9157894736842,"alive","Higher Infection Resistance","60"
"7474",7,13.7204301075269,"alive","Higher Infection Resistance","60"
"7475",8,13.6413043478261,"alive","Higher Infection Resistance","60"
"7476",9,13.5,"alive","Higher Infection Resistance","60"
"7477",10,13.3555555555556,"alive","Higher Infection Resistance","60"
"7478",11,13.2134831460674,"alive","Higher Infection Resistance","60"
"7479",12,13.0909090909091,"alive","Higher Infection Resistance","60"
"7480",13,12.9659090909091,"alive","Higher Infection Resistance","60"
"7481",14,12.8522727272727,"alive","Higher Infection Resistance","60"
"7482",15,12.6781609195402,"alive","Higher Infection Resistance","60"
"7483",16,12.5402298850575,"alive","Higher Infection Resistance","60"
"7484",17,12.2823529411765,"alive","Higher Infection Resistance","60"
"7485",18,12.1309523809524,"alive","Higher Infection Resistance","60"
"7486",19,12.1481481481481,"alive","Higher Infection Resistance","60"
"7487",20,12.0123456790123,"alive","Higher Infection Resistance","60"
"7518",1,18.31,"alive","Higher Clearance","60"
"7519",2,16.3775510204082,"alive","Higher Clearance","60"
"7520",3,14.659793814433,"alive","Higher Clearance","60"
"7521",4,13.1855670103093,"alive","Higher Clearance","60"
"7522",5,11.8659793814433,"alive","Higher Clearance","60"
"7523",6,10.7395833333333,"alive","Higher Clearance","60"
"7524",7,9.64210526315789,"alive","Higher Clearance","60"
"7525",8,8.74736842105263,"alive","Higher Clearance","60"
"7526",9,7.98936170212766,"alive","Higher Clearance","60"
"7527",10,7.24468085106383,"alive","Higher Clearance","60"
"7528",11,6.47872340425532,"alive","Higher Clearance","60"
"7529",12,5.78723404255319,"alive","Higher Clearance","60"
"7530",13,5.27659574468085,"alive","Higher Clearance","60"
"7531",14,4.85106382978723,"alive","Higher Clearance","60"
"7532",15,4.35483870967742,"alive","Higher Clearance","60"
"7533",16,3.96774193548387,"alive","Higher Clearance","60"
"7534",17,3.52173913043478,"alive","Higher Clearance","60"
"7535",18,3.18478260869565,"alive","Higher Clearance","60"
"7536",19,2.85714285714286,"alive","Higher Clearance","60"
"7537",20,2.51648351648352,"alive","Higher Clearance","60"
"7600",1,14.86,"alive","Higher Infection Resistance","61"
"7601",2,14.6565656565657,"alive","Higher Infection Resistance","61"
"7602",3,14.4848484848485,"alive","Higher Infection Resistance","61"
"7603",4,14.3535353535354,"alive","Higher Infection Resistance","61"
"7604",5,14.1414141414141,"alive","Higher Infection Resistance","61"
"7605",6,13.979797979798,"alive","Higher Infection Resistance","61"
"7606",7,13.8163265306122,"alive","Higher Infection Resistance","61"
"7607",8,13.6836734693878,"alive","Higher Infection Resistance","61"
"7608",9,13.5360824742268,"alive","Higher Infection Resistance","61"
"7609",10,13.3814432989691,"alive","Higher Infection Resistance","61"
"7610",11,13.1789473684211,"alive","Higher Infection Resistance","61"
"7611",12,13.1397849462366,"alive","Higher Infection Resistance","61"
"7612",13,12.9462365591398,"alive","Higher Infection Resistance","61"
"7613",14,12.8064516129032,"alive","Higher Infection Resistance","61"
"7614",15,12.7204301075269,"alive","Higher Infection Resistance","61"
"7615",16,12.5698924731183,"alive","Higher Infection Resistance","61"
"7616",17,12.4565217391304,"alive","Higher Infection Resistance","61"
"7617",18,12.3777777777778,"alive","Higher Infection Resistance","61"
"7618",19,12.3333333333333,"alive","Higher Infection Resistance","61"
"7619",20,12.1797752808989,"alive","Higher Infection Resistance","61"
"7650",1,18.04,"alive","Higher Clearance","61"
"7651",2,16.1734693877551,"alive","Higher Clearance","61"
"7652",3,14.6421052631579,"alive","Higher Clearance","61"
"7653",4,13.2526315789474,"alive","Higher Clearance","61"
"7654",5,11.7157894736842,"alive","Higher Clearance","61"
"7655",6,10.563829787234,"alive","Higher Clearance","61"
"7656",7,9.64893617021277,"alive","Higher Clearance","61"
"7657",8,8.72043010752688,"alive","Higher Clearance","61"
"7658",9,7.92391304347826,"alive","Higher Clearance","61"
"7659",10,6.95652173913043,"alive","Higher Clearance","61"
"7660",11,6.35164835164835,"alive","Higher Clearance","61"
"7661",12,5.81111111111111,"alive","Higher Clearance","61"
"7662",13,5.24719101123596,"alive","Higher Clearance","61"
"7663",14,4.52808988764045,"alive","Higher Clearance","61"
"7664",15,3.98876404494382,"alive","Higher Clearance","61"
"7665",16,3.56179775280899,"alive","Higher Clearance","61"
"7666",17,3.12359550561798,"alive","Higher Clearance","61"
"7667",18,2.8314606741573,"alive","Higher Clearance","61"
"7668",19,2.38202247191011,"alive","Higher Clearance","61"
"7669",20,2.1123595505618,"alive","Higher Clearance","61"
"7729",1,15.12,"alive","Higher Infection Resistance","62"
"7730",2,14.99,"alive","Higher Infection Resistance","62"
"7731",3,14.8585858585859,"alive","Higher Infection Resistance","62"
"7732",4,14.7755102040816,"alive","Higher Infection Resistance","62"
"7733",5,14.5052631578947,"alive","Higher Infection Resistance","62"
"7734",6,14.3804347826087,"alive","Higher Infection Resistance","62"
"7735",7,14.2065217391304,"alive","Higher Infection Resistance","62"
"7736",8,14.0777777777778,"alive","Higher Infection Resistance","62"
"7737",9,13.8651685393258,"alive","Higher Infection Resistance","62"
"7738",10,13.7701149425287,"alive","Higher Infection Resistance","62"
"7739",11,13.6551724137931,"alive","Higher Infection Resistance","62"
"7740",12,13.551724137931,"alive","Higher Infection Resistance","62"
"7741",13,13.4302325581395,"alive","Higher Infection Resistance","62"
"7742",14,13.2906976744186,"alive","Higher Infection Resistance","62"
"7743",15,13.0813953488372,"alive","Higher Infection Resistance","62"
"7744",16,12.952380952381,"alive","Higher Infection Resistance","62"
"7745",17,12.7738095238095,"alive","Higher Infection Resistance","62"
"7746",18,12.6666666666667,"alive","Higher Infection Resistance","62"
"7747",19,12.547619047619,"alive","Higher Infection Resistance","62"
"7748",20,12.4404761904762,"alive","Higher Infection Resistance","62"
"7779",1,18.24,"alive","Higher Clearance","62"
"7780",2,16.3877551020408,"alive","Higher Clearance","62"
"7781",3,14.6666666666667,"alive","Higher Clearance","62"
"7782",4,13.2421052631579,"alive","Higher Clearance","62"
"7783",5,11.9787234042553,"alive","Higher Clearance","62"
"7784",6,10.6914893617021,"alive","Higher Clearance","62"
"7785",7,9.70212765957447,"alive","Higher Clearance","62"
"7786",8,8.69148936170213,"alive","Higher Clearance","62"
"7787",9,7.90425531914894,"alive","Higher Clearance","62"
"7788",10,7.07446808510638,"alive","Higher Clearance","62"
"7789",11,6.45652173913043,"alive","Higher Clearance","62"
"7790",12,5.8804347826087,"alive","Higher Clearance","62"
"7791",13,5.23076923076923,"alive","Higher Clearance","62"
"7792",14,4.69230769230769,"alive","Higher Clearance","62"
"7793",15,4.0989010989011,"alive","Higher Clearance","62"
"7794",16,3.7032967032967,"alive","Higher Clearance","62"
"7795",17,3.27472527472527,"alive","Higher Clearance","62"
"7796",18,3.02197802197802,"alive","Higher Clearance","62"
"7797",19,2.75824175824176,"alive","Higher Clearance","62"
"7798",20,2.50549450549451,"alive","Higher Clearance","62"
"7857",1,14.69,"alive","Higher Infection Resistance","63"
"7858",2,14.5360824742268,"alive","Higher Infection Resistance","63"
"7859",3,14.3814432989691,"alive","Higher Infection Resistance","63"
"7860",4,14.2083333333333,"alive","Higher Infection Resistance","63"
"7861",5,14.0729166666667,"alive","Higher Infection Resistance","63"
"7862",6,13.9473684210526,"alive","Higher Infection Resistance","63"
"7863",7,13.7978723404255,"alive","Higher Infection Resistance","63"
"7864",8,13.6914893617021,"alive","Higher Infection Resistance","63"
"7865",9,13.6129032258065,"alive","Higher Infection Resistance","63"
"7866",10,13.4891304347826,"alive","Higher Infection Resistance","63"
"7867",11,13.3804347826087,"alive","Higher Infection Resistance","63"
"7868",12,13.2087912087912,"alive","Higher Infection Resistance","63"
"7869",13,13.032967032967,"alive","Higher Infection Resistance","63"
"7870",14,12.8791208791209,"alive","Higher Infection Resistance","63"
"7871",15,12.6923076923077,"alive","Higher Infection Resistance","63"
"7872",16,12.5888888888889,"alive","Higher Infection Resistance","63"
"7873",17,12.4269662921348,"alive","Higher Infection Resistance","63"
"7874",18,12.3258426966292,"alive","Higher Infection Resistance","63"
"7875",19,12.1348314606742,"alive","Higher Infection Resistance","63"
"7876",20,12,"alive","Higher Infection Resistance","63"
"7907",1,18.91,"alive","Higher Clearance","63"
"7908",2,17.030303030303,"alive","Higher Clearance","63"
"7909",3,15.4343434343434,"alive","Higher Clearance","63"
"7910",4,14.0714285714286,"alive","Higher Clearance","63"
"7911",5,12.7525773195876,"alive","Higher Clearance","63"
"7912",6,11.3814432989691,"alive","Higher Clearance","63"
"7913",7,10.3333333333333,"alive","Higher Clearance","63"
"7914",8,9.4,"alive","Higher Clearance","63"
"7915",9,8.63157894736842,"alive","Higher Clearance","63"
"7916",10,7.64210526315789,"alive","Higher Clearance","63"
"7917",11,6.81052631578947,"alive","Higher Clearance","63"
"7918",12,6.09473684210526,"alive","Higher Clearance","63"
"7919",13,5.49473684210526,"alive","Higher Clearance","63"
"7920",14,4.97894736842105,"alive","Higher Clearance","63"
"7921",15,4.54255319148936,"alive","Higher Clearance","63"
"7922",16,4.04301075268817,"alive","Higher Clearance","63"
"7923",17,3.68817204301075,"alive","Higher Clearance","63"
"7924",18,3.3804347826087,"alive","Higher Clearance","63"
"7925",19,3.06521739130435,"alive","Higher Clearance","63"
"7926",20,2.81521739130435,"alive","Higher Clearance","63"
"7985",1,15.25,"alive","Higher Infection Resistance","64"
"7986",2,15.1,"alive","Higher Infection Resistance","64"
"7987",3,14.9484536082474,"alive","Higher Infection Resistance","64"
"7988",4,14.8247422680412,"alive","Higher Infection Resistance","64"
"7989",5,14.5416666666667,"alive","Higher Infection Resistance","64"
"7990",6,14.4105263157895,"alive","Higher Infection Resistance","64"
"7991",7,14.2,"alive","Higher Infection Resistance","64"
"7992",8,14.0526315789474,"alive","Higher Infection Resistance","64"
"7993",9,13.8617021276596,"alive","Higher Infection Resistance","64"
"7994",10,13.7741935483871,"alive","Higher Infection Resistance","64"
"7995",11,13.7032967032967,"alive","Higher Infection Resistance","64"
"7996",12,13.6263736263736,"alive","Higher Infection Resistance","64"
"7997",13,13.4395604395604,"alive","Higher Infection Resistance","64"
"7998",14,13.3333333333333,"alive","Higher Infection Resistance","64"
"7999",15,13.2808988764045,"alive","Higher Infection Resistance","64"
"8000",16,13.1511627906977,"alive","Higher Infection Resistance","64"
"8001",17,12.953488372093,"alive","Higher Infection Resistance","64"
"8002",18,12.9285714285714,"alive","Higher Infection Resistance","64"
"8003",19,12.8072289156626,"alive","Higher Infection Resistance","64"
"8004",20,12.6746987951807,"alive","Higher Infection Resistance","64"
"8035",1,18.47,"alive","Higher Clearance","64"
"8036",2,16.66,"alive","Higher Clearance","64"
"8037",3,14.7979797979798,"alive","Higher Clearance","64"
"8038",4,13.1313131313131,"alive","Higher Clearance","64"
"8039",5,11.6326530612245,"alive","Higher Clearance","64"
"8040",6,10.4387755102041,"alive","Higher Clearance","64"
"8041",7,9.61224489795918,"alive","Higher Clearance","64"
"8042",8,8.78571428571429,"alive","Higher Clearance","64"
"8043",9,7.81443298969072,"alive","Higher Clearance","64"
"8044",10,6.90721649484536,"alive","Higher Clearance","64"
"8045",11,6.08421052631579,"alive","Higher Clearance","64"
"8046",12,5.47872340425532,"alive","Higher Clearance","64"
"8047",13,4.84042553191489,"alive","Higher Clearance","64"
"8048",14,4.29787234042553,"alive","Higher Clearance","64"
"8049",15,3.82978723404255,"alive","Higher Clearance","64"
"8050",16,3.41489361702128,"alive","Higher Clearance","64"
"8051",17,3.09574468085106,"alive","Higher Clearance","64"
"8052",18,2.82978723404255,"alive","Higher Clearance","64"
"8053",19,2.40425531914894,"alive","Higher Clearance","64"
"8054",20,2.19148936170213,"alive","Higher Clearance","64"
"8114",1,15.11,"alive","Higher Infection Resistance","65"
"8115",2,14.9,"alive","Higher Infection Resistance","65"
"8116",3,14.74,"alive","Higher Infection Resistance","65"
"8117",4,14.6122448979592,"alive","Higher Infection Resistance","65"
"8118",5,14.5051546391753,"alive","Higher Infection Resistance","65"
"8119",6,14.2916666666667,"alive","Higher Infection Resistance","65"
"8120",7,14.0729166666667,"alive","Higher Infection Resistance","65"
"8121",8,13.8854166666667,"alive","Higher Infection Resistance","65"
"8122",9,13.6770833333333,"alive","Higher Infection Resistance","65"
"8123",10,13.4947368421053,"alive","Higher Infection Resistance","65"
"8124",11,13.3510638297872,"alive","Higher Infection Resistance","65"
"8125",12,13.1397849462366,"alive","Higher Infection Resistance","65"
"8126",13,13.0537634408602,"alive","Higher Infection Resistance","65"
"8127",14,12.9569892473118,"alive","Higher Infection Resistance","65"
"8128",15,12.8064516129032,"alive","Higher Infection Resistance","65"
"8129",16,12.7282608695652,"alive","Higher Infection Resistance","65"
"8130",17,12.6373626373626,"alive","Higher Infection Resistance","65"
"8131",18,12.4285714285714,"alive","Higher Infection Resistance","65"
"8132",19,12.3333333333333,"alive","Higher Infection Resistance","65"
"8133",20,12.1348314606742,"alive","Higher Infection Resistance","65"
"8164",1,18.9,"alive","Higher Clearance","65"
"8165",2,17.1122448979592,"alive","Higher Clearance","65"
"8166",3,15.1632653061224,"alive","Higher Clearance","65"
"8167",4,13.4285714285714,"alive","Higher Clearance","65"
"8168",5,12.2371134020619,"alive","Higher Clearance","65"
"8169",6,10.8762886597938,"alive","Higher Clearance","65"
"8170",7,9.70103092783505,"alive","Higher Clearance","65"
"8171",8,8.83333333333333,"alive","Higher Clearance","65"
"8172",9,7.92708333333333,"alive","Higher Clearance","65"
"8173",10,7.02083333333333,"alive","Higher Clearance","65"
"8174",11,6.27368421052632,"alive","Higher Clearance","65"
"8175",12,5.56842105263158,"alive","Higher Clearance","65"
"8176",13,5.08421052631579,"alive","Higher Clearance","65"
"8177",14,4.54736842105263,"alive","Higher Clearance","65"
"8178",15,4.09473684210526,"alive","Higher Clearance","65"
"8179",16,3.75789473684211,"alive","Higher Clearance","65"
"8180",17,3.50526315789474,"alive","Higher Clearance","65"
"8181",18,3.12631578947368,"alive","Higher Clearance","65"
"8182",19,2.91578947368421,"alive","Higher Clearance","65"
"8183",20,2.62105263157895,"alive","Higher Clearance","65"
"8239",1,15.18,"alive","Higher Infection Resistance","66"
"8240",2,14.9494949494949,"alive","Higher Infection Resistance","66"
"8241",3,14.8080808080808,"alive","Higher Infection Resistance","66"
"8242",4,14.7551020408163,"alive","Higher Infection Resistance","66"
"8243",5,14.6875,"alive","Higher Infection Resistance","66"
"8244",6,14.6105263157895,"alive","Higher Infection Resistance","66"
"8245",7,14.4947368421053,"alive","Higher Infection Resistance","66"
"8246",8,14.3829787234043,"alive","Higher Infection Resistance","66"
"8247",9,14.2065217391304,"alive","Higher Infection Resistance","66"
"8248",10,14.1333333333333,"alive","Higher Infection Resistance","66"
"8249",11,13.9333333333333,"alive","Higher Infection Resistance","66"
"8250",12,13.8888888888889,"alive","Higher Infection Resistance","66"
"8251",13,13.7333333333333,"alive","Higher Infection Resistance","66"
"8252",14,13.6222222222222,"alive","Higher Infection Resistance","66"
"8253",15,13.5842696629213,"alive","Higher Infection Resistance","66"
"8254",16,13.3720930232558,"alive","Higher Infection Resistance","66"
"8255",17,13.3139534883721,"alive","Higher Infection Resistance","66"
"8256",18,13.0487804878049,"alive","Higher Infection Resistance","66"
"8257",19,12.9024390243902,"alive","Higher Infection Resistance","66"
"8258",20,12.8170731707317,"alive","Higher Infection Resistance","66"
"8289",1,18.81,"alive","Higher Clearance","66"
"8290",2,17.0103092783505,"alive","Higher Clearance","66"
"8291",3,15.4583333333333,"alive","Higher Clearance","66"
"8292",4,13.8,"alive","Higher Clearance","66"
"8293",5,12.3297872340426,"alive","Higher Clearance","66"
"8294",6,11.2659574468085,"alive","Higher Clearance","66"
"8295",7,10.1382978723404,"alive","Higher Clearance","66"
"8296",8,9.10752688172043,"alive","Higher Clearance","66"
"8297",9,8.32608695652174,"alive","Higher Clearance","66"
"8298",10,7.48913043478261,"alive","Higher Clearance","66"
"8299",11,6.72826086956522,"alive","Higher Clearance","66"
"8300",12,5.96739130434783,"alive","Higher Clearance","66"
"8301",13,5.47826086956522,"alive","Higher Clearance","66"
"8302",14,4.8695652173913,"alive","Higher Clearance","66"
"8303",15,4.42391304347826,"alive","Higher Clearance","66"
