"","time","avg.parasites","alive.or.dead","resistance.level","sim.num"
"2992",8,8.76666666666667,"alive","Higher Clearance","24"
"2993",9,7.71590909090909,"alive","Higher Clearance","24"
"2994",10,7.01136363636364,"alive","Higher Clearance","24"
"2995",11,6.31034482758621,"alive","Higher Clearance","24"
"2996",12,5.70114942528736,"alive","Higher Clearance","24"
"2997",13,5.11494252873563,"alive","Higher Clearance","24"
"2998",14,4.57471264367816,"alive","Higher Clearance","24"
"2999",15,4.02325581395349,"alive","Higher Clearance","24"
"3000",16,3.61627906976744,"alive","Higher Clearance","24"
"3001",17,3.4,"alive","Higher Clearance","24"
"3002",18,3.04705882352941,"alive","Higher Clearance","24"
"3003",19,2.77647058823529,"alive","Higher Clearance","24"
"3004",20,2.48235294117647,"alive","Higher Clearance","24"
"3063",1,14.96,"alive","Higher Infection Resistance","25"
"3064",2,14.81,"alive","Higher Infection Resistance","25"
"3065",3,14.67,"alive","Higher Infection Resistance","25"
"3066",4,14.54,"alive","Higher Infection Resistance","25"
"3067",5,14.41,"alive","Higher Infection Resistance","25"
"3068",6,14.3333333333333,"alive","Higher Infection Resistance","25"
"3069",7,14.2626262626263,"alive","Higher Infection Resistance","25"
"3070",8,13.979381443299,"alive","Higher Infection Resistance","25"
"3071",9,13.7938144329897,"alive","Higher Infection Resistance","25"
"3072",10,13.6907216494845,"alive","Higher Infection Resistance","25"
"3073",11,13.6041666666667,"alive","Higher Infection Resistance","25"
"3074",12,13.4375,"alive","Higher Infection Resistance","25"
"3075",13,13.28125,"alive","Higher Infection Resistance","25"
"3076",14,13.2127659574468,"alive","Higher Infection Resistance","25"
"3077",15,13.010752688172,"alive","Higher Infection Resistance","25"
"3078",16,12.8791208791209,"alive","Higher Infection Resistance","25"
"3079",17,12.7692307692308,"alive","Higher Infection Resistance","25"
"3080",18,12.6555555555556,"alive","Higher Infection Resistance","25"
"3081",19,12.5111111111111,"alive","Higher Infection Resistance","25"
"3082",20,12.3111111111111,"alive","Higher Infection Resistance","25"
"3113",1,17.98,"alive","Higher Clearance","25"
"3114",2,16.1515151515152,"alive","Higher Clearance","25"
"3115",3,14.6767676767677,"alive","Higher Clearance","25"
"3116",4,13.3737373737374,"alive","Higher Clearance","25"
"3117",5,11.969696969697,"alive","Higher Clearance","25"
"3118",6,10.8367346938776,"alive","Higher Clearance","25"
"3119",7,9.73469387755102,"alive","Higher Clearance","25"
"3120",8,8.87755102040816,"alive","Higher Clearance","25"
"3121",9,7.82474226804124,"alive","Higher Clearance","25"
"3122",10,7.16494845360825,"alive","Higher Clearance","25"
"3123",11,6.5979381443299,"alive","Higher Clearance","25"
"3124",12,5.95876288659794,"alive","Higher Clearance","25"
"3125",13,5.44329896907217,"alive","Higher Clearance","25"
"3126",14,4.87628865979381,"alive","Higher Clearance","25"
"3127",15,4.32291666666667,"alive","Higher Clearance","25"
"3128",16,3.92631578947368,"alive","Higher Clearance","25"
"3129",17,3.43157894736842,"alive","Higher Clearance","25"
"3130",18,3.05263157894737,"alive","Higher Clearance","25"
"3131",19,2.67368421052632,"alive","Higher Clearance","25"
"3132",20,2.34736842105263,"alive","Higher Clearance","25"
"3188",1,14.33,"alive","Higher Infection Resistance","26"
"3189",2,14.14,"alive","Higher Infection Resistance","26"
"3190",3,13.94,"alive","Higher Infection Resistance","26"
"3191",4,13.76,"alive","Higher Infection Resistance","26"
"3192",5,13.62,"alive","Higher Infection Resistance","26"
"3193",6,13.4848484848485,"alive","Higher Infection Resistance","26"
"3194",7,13.3061224489796,"alive","Higher Infection Resistance","26"
"3195",8,13.2577319587629,"alive","Higher Infection Resistance","26"
"3196",9,13.0515463917526,"alive","Higher Infection Resistance","26"
"3197",10,12.9381443298969,"alive","Higher Infection Resistance","26"
"3198",11,12.7628865979381,"alive","Higher Infection Resistance","26"
"3199",12,12.65625,"alive","Higher Infection Resistance","26"
"3200",13,12.5416666666667,"alive","Higher Infection Resistance","26"
"3201",14,12.40625,"alive","Higher Infection Resistance","26"
"3202",15,12.3125,"alive","Higher Infection Resistance","26"
"3203",16,12.1684210526316,"alive","Higher Infection Resistance","26"
"3204",17,12.0526315789474,"alive","Higher Infection Resistance","26"
"3205",18,11.9473684210526,"alive","Higher Infection Resistance","26"
"3206",19,11.8191489361702,"alive","Higher Infection Resistance","26"
"3207",20,11.7127659574468,"alive","Higher Infection Resistance","26"
"3238",1,18.55,"alive","Higher Clearance","26"
"3239",2,16.11,"alive","Higher Clearance","26"
"3240",3,14.36,"alive","Higher Clearance","26"
"3241",4,12.9090909090909,"alive","Higher Clearance","26"
"3242",5,11.6868686868687,"alive","Higher Clearance","26"
"3243",6,10.5858585858586,"alive","Higher Clearance","26"
"3244",7,9.46464646464647,"alive","Higher Clearance","26"
"3245",8,8.36458333333333,"alive","Higher Clearance","26"
"3246",9,7.54166666666667,"alive","Higher Clearance","26"
"3247",10,6.83333333333333,"alive","Higher Clearance","26"
"3248",11,6.16666666666667,"alive","Higher Clearance","26"
"3249",12,5.46875,"alive","Higher Clearance","26"
"3250",13,4.85106382978723,"alive","Higher Clearance","26"
"3251",14,4.46236559139785,"alive","Higher Clearance","26"
"3252",15,4.10752688172043,"alive","Higher Clearance","26"
"3253",16,3.75268817204301,"alive","Higher Clearance","26"
"3254",17,3.46236559139785,"alive","Higher Clearance","26"
"3255",18,3.06451612903226,"alive","Higher Clearance","26"
"3256",19,2.79569892473118,"alive","Higher Clearance","26"
"3257",20,2.54838709677419,"alive","Higher Clearance","26"
"3309",1,15.23,"alive","Higher Infection Resistance","27"
"3310",2,15.12,"alive","Higher Infection Resistance","27"
"3311",3,14.959595959596,"alive","Higher Infection Resistance","27"
"3312",4,14.8125,"alive","Higher Infection Resistance","27"
"3313",5,14.6666666666667,"alive","Higher Infection Resistance","27"
"3314",6,14.494623655914,"alive","Higher Infection Resistance","27"
"3315",7,14.3548387096774,"alive","Higher Infection Resistance","27"
"3316",8,14.1935483870968,"alive","Higher Infection Resistance","27"
"3317",9,14.0537634408602,"alive","Higher Infection Resistance","27"
"3318",10,13.9239130434783,"alive","Higher Infection Resistance","27"
"3319",11,13.7252747252747,"alive","Higher Infection Resistance","27"
"3320",12,13.5222222222222,"alive","Higher Infection Resistance","27"
"3321",13,13.3595505617978,"alive","Higher Infection Resistance","27"
"3322",14,13.2134831460674,"alive","Higher Infection Resistance","27"
"3323",15,13.0786516853933,"alive","Higher Infection Resistance","27"
"3324",16,12.9662921348315,"alive","Higher Infection Resistance","27"
"3325",17,12.8539325842697,"alive","Higher Infection Resistance","27"
"3326",18,12.7840909090909,"alive","Higher Infection Resistance","27"
"3327",19,12.735632183908,"alive","Higher Infection Resistance","27"
"3328",20,12.6436781609195,"alive","Higher Infection Resistance","27"
"3359",1,18.63,"alive","Higher Clearance","27"
"3360",2,16.7,"alive","Higher Clearance","27"
"3361",3,15.1030927835052,"alive","Higher Clearance","27"
"3362",4,13.6631578947368,"alive","Higher Clearance","27"
"3363",5,12.2282608695652,"alive","Higher Clearance","27"
"3364",6,10.9230769230769,"alive","Higher Clearance","27"
"3365",7,9.7032967032967,"alive","Higher Clearance","27"
"3366",8,8.76923076923077,"alive","Higher Clearance","27"
"3367",9,7.91011235955056,"alive","Higher Clearance","27"
"3368",10,7.10112359550562,"alive","Higher Clearance","27"
"3369",11,6.2247191011236,"alive","Higher Clearance","27"
"3370",12,5.59550561797753,"alive","Higher Clearance","27"
"3371",13,4.95454545454545,"alive","Higher Clearance","27"
"3372",14,4.42045454545455,"alive","Higher Clearance","27"
"3373",15,3.96590909090909,"alive","Higher Clearance","27"
"3374",16,3.55681818181818,"alive","Higher Clearance","27"
"3375",17,3.32954545454545,"alive","Higher Clearance","27"
"3376",18,3.06818181818182,"alive","Higher Clearance","27"
"3377",19,2.75,"alive","Higher Clearance","27"
"3378",20,2.47727272727273,"alive","Higher Clearance","27"
"3434",1,14.85,"alive","Higher Infection Resistance","28"
"3435",2,14.64,"alive","Higher Infection Resistance","28"
"3436",3,14.46,"alive","Higher Infection Resistance","28"
"3437",4,14.34,"alive","Higher Infection Resistance","28"
"3438",5,14.1818181818182,"alive","Higher Infection Resistance","28"
"3439",6,14,"alive","Higher Infection Resistance","28"
"3440",7,13.8163265306122,"alive","Higher Infection Resistance","28"
"3441",8,13.6836734693878,"alive","Higher Infection Resistance","28"
"3442",9,13.5463917525773,"alive","Higher Infection Resistance","28"
"3443",10,13.4123711340206,"alive","Higher Infection Resistance","28"
"3444",11,13.2680412371134,"alive","Higher Infection Resistance","28"
"3445",12,13.1134020618557,"alive","Higher Infection Resistance","28"
"3446",13,13.0208333333333,"alive","Higher Infection Resistance","28"
"3447",14,12.9166666666667,"alive","Higher Infection Resistance","28"
"3448",15,12.8842105263158,"alive","Higher Infection Resistance","28"
"3449",16,12.7578947368421,"alive","Higher Infection Resistance","28"
"3450",17,12.6210526315789,"alive","Higher Infection Resistance","28"
"3451",18,12.4421052631579,"alive","Higher Infection Resistance","28"
"3452",19,12.2947368421053,"alive","Higher Infection Resistance","28"
"3453",20,12.2421052631579,"alive","Higher Infection Resistance","28"
"3484",1,18.85,"alive","Higher Clearance","28"
"3485",2,16.8163265306122,"alive","Higher Clearance","28"
"3486",3,14.969387755102,"alive","Higher Clearance","28"
"3487",4,13.4845360824742,"alive","Higher Clearance","28"
"3488",5,12.09375,"alive","Higher Clearance","28"
"3489",6,11.063829787234,"alive","Higher Clearance","28"
"3490",7,9.91489361702128,"alive","Higher Clearance","28"
"3491",8,9.0752688172043,"alive","Higher Clearance","28"
"3492",9,8.08695652173913,"alive","Higher Clearance","28"
"3493",10,7.13186813186813,"alive","Higher Clearance","28"
"3494",11,6.57142857142857,"alive","Higher Clearance","28"
"3495",12,5.76923076923077,"alive","Higher Clearance","28"
"3496",13,5.23076923076923,"alive","Higher Clearance","28"
"3497",14,4.73626373626374,"alive","Higher Clearance","28"
"3498",15,4.33333333333333,"alive","Higher Clearance","28"
"3499",16,4,"alive","Higher Clearance","28"
"3500",17,3.64444444444444,"alive","Higher Clearance","28"
"3501",18,3.27777777777778,"alive","Higher Clearance","28"
"3502",19,3,"alive","Higher Clearance","28"
"3503",20,2.64444444444444,"alive","Higher Clearance","28"
"3555",1,14.82,"alive","Higher Infection Resistance","29"
"3556",2,14.6464646464646,"alive","Higher Infection Resistance","29"
"3557",3,14.5050505050505,"alive","Higher Infection Resistance","29"
"3558",4,14.3265306122449,"alive","Higher Infection Resistance","29"
"3559",5,14.0842105263158,"alive","Higher Infection Resistance","29"
"3560",6,13.9263157894737,"alive","Higher Infection Resistance","29"
"3561",7,13.6736842105263,"alive","Higher Infection Resistance","29"
"3562",8,13.4255319148936,"alive","Higher Infection Resistance","29"
"3563",9,13.2340425531915,"alive","Higher Infection Resistance","29"
"3564",10,13.1382978723404,"alive","Higher Infection Resistance","29"
"3565",11,13.054347826087,"alive","Higher Infection Resistance","29"
"3566",12,12.9120879120879,"alive","Higher Infection Resistance","29"
"3567",13,12.8021978021978,"alive","Higher Infection Resistance","29"
"3568",14,12.6923076923077,"alive","Higher Infection Resistance","29"
"3569",15,12.5604395604396,"alive","Higher Infection Resistance","29"
"3570",16,12.4505494505495,"alive","Higher Infection Resistance","29"
"3571",17,12.3222222222222,"alive","Higher Infection Resistance","29"
"3572",18,12.1555555555556,"alive","Higher Infection Resistance","29"
"3573",19,11.9555555555556,"alive","Higher Infection Resistance","29"
"3574",20,11.8111111111111,"alive","Higher Infection Resistance","29"
"3605",1,18.16,"alive","Higher Clearance","29"
"3606",2,16.3636363636364,"alive","Higher Clearance","29"
"3607",3,14.5757575757576,"alive","Higher Clearance","29"
"3608",4,13.3535353535354,"alive","Higher Clearance","29"
"3609",5,12,"alive","Higher Clearance","29"
"3610",6,10.9387755102041,"alive","Higher Clearance","29"
"3611",7,9.8265306122449,"alive","Higher Clearance","29"
"3612",8,8.82291666666667,"alive","Higher Clearance","29"
"3613",9,7.92708333333333,"alive","Higher Clearance","29"
"3614",10,7.1875,"alive","Higher Clearance","29"
"3615",11,6.5,"alive","Higher Clearance","29"
"3616",12,5.96875,"alive","Higher Clearance","29"
"3617",13,5.34375,"alive","Higher Clearance","29"
"3618",14,4.70833333333333,"alive","Higher Clearance","29"
"3619",15,4.07291666666667,"alive","Higher Clearance","29"
"3620",16,3.6875,"alive","Higher Clearance","29"
"3621",17,3.3125,"alive","Higher Clearance","29"
"3622",18,2.9375,"alive","Higher Clearance","29"
"3623",19,2.625,"alive","Higher Clearance","29"
"3624",20,2.36458333333333,"alive","Higher Clearance","29"
"3673",1,14.69,"alive","Higher Infection Resistance","30"
"3674",2,14.58,"alive","Higher Infection Resistance","30"
"3675",3,14.45,"alive","Higher Infection Resistance","30"
"3676",4,14.265306122449,"alive","Higher Infection Resistance","30"
"3677",5,14.0102040816327,"alive","Higher Infection Resistance","30"
"3678",6,13.9183673469388,"alive","Higher Infection Resistance","30"
"3679",7,13.78125,"alive","Higher Infection Resistance","30"
"3680",8,13.6914893617021,"alive","Higher Infection Resistance","30"
"3681",9,13.5744680851064,"alive","Higher Infection Resistance","30"
"3682",10,13.4408602150538,"alive","Higher Infection Resistance","30"
"3683",11,13.3369565217391,"alive","Higher Infection Resistance","30"
"3684",12,13.2197802197802,"alive","Higher Infection Resistance","30"
"3685",13,13.0769230769231,"alive","Higher Infection Resistance","30"
"3686",14,12.9555555555556,"alive","Higher Infection Resistance","30"
"3687",15,12.8089887640449,"alive","Higher Infection Resistance","30"
"3688",16,12.6136363636364,"alive","Higher Infection Resistance","30"
"3689",17,12.4942528735632,"alive","Higher Infection Resistance","30"
"3690",18,12.367816091954,"alive","Higher Infection Resistance","30"
"3691",19,12.2235294117647,"alive","Higher Infection Resistance","30"
"3692",20,12.1176470588235,"alive","Higher Infection Resistance","30"
"3723",1,19.2,"alive","Higher Clearance","30"
"3724",2,17.3092783505155,"alive","Higher Clearance","30"
"3725",3,15.5154639175258,"alive","Higher Clearance","30"
"3726",4,13.9583333333333,"alive","Higher Clearance","30"
"3727",5,12.7083333333333,"alive","Higher Clearance","30"
"3728",6,11.3684210526316,"alive","Higher Clearance","30"
"3729",7,10.0526315789474,"alive","Higher Clearance","30"
"3730",8,8.94736842105263,"alive","Higher Clearance","30"
"3731",9,8.08602150537634,"alive","Higher Clearance","30"
"3732",10,7.33333333333333,"alive","Higher Clearance","30"
"3733",11,6.51086956521739,"alive","Higher Clearance","30"
"3734",12,5.96739130434783,"alive","Higher Clearance","30"
"3735",13,5.32608695652174,"alive","Higher Clearance","30"
"3736",14,4.80434782608696,"alive","Higher Clearance","30"
"3737",15,4.3804347826087,"alive","Higher Clearance","30"
"3738",16,3.89130434782609,"alive","Higher Clearance","30"
"3739",17,3.51086956521739,"alive","Higher Clearance","30"
"3740",18,3.18478260869565,"alive","Higher Clearance","30"
"3741",19,2.81521739130435,"alive","Higher Clearance","30"
"3742",20,2.46739130434783,"alive","Higher Clearance","30"
"3798",1,14.76,"alive","Higher Infection Resistance","31"
"3799",2,14.6428571428571,"alive","Higher Infection Resistance","31"
"3800",3,14.5,"alive","Higher Infection Resistance","31"
"3801",4,14.3163265306122,"alive","Higher Infection Resistance","31"
"3802",5,14.2040816326531,"alive","Higher Infection Resistance","31"
"3803",6,14.0918367346939,"alive","Higher Infection Resistance","31"
"3804",7,13.9484536082474,"alive","Higher Infection Resistance","31"
"3805",8,13.7916666666667,"alive","Higher Infection Resistance","31"
"3806",9,13.65625,"alive","Higher Infection Resistance","31"
"3807",10,13.5368421052632,"alive","Higher Infection Resistance","31"
"3808",11,13.3191489361702,"alive","Higher Infection Resistance","31"
"3809",12,13.0978260869565,"alive","Higher Infection Resistance","31"
"3810",13,12.978021978022,"alive","Higher Infection Resistance","31"
"3811",14,12.7912087912088,"alive","Higher Infection Resistance","31"
"3812",15,12.6593406593407,"alive","Higher Infection Resistance","31"
"3813",16,12.5222222222222,"alive","Higher Infection Resistance","31"
"3814",17,12.3666666666667,"alive","Higher Infection Resistance","31"
"3815",18,12.2666666666667,"alive","Higher Infection Resistance","31"
"3816",19,12.25,"alive","Higher Infection Resistance","31"
"3817",20,12.0574712643678,"alive","Higher Infection Resistance","31"
"3848",1,18.75,"alive","Higher Clearance","31"
"3849",2,16.7272727272727,"alive","Higher Clearance","31"
"3850",3,14.8585858585859,"alive","Higher Clearance","31"
"3851",4,13.4848484848485,"alive","Higher Clearance","31"
"3852",5,12.1237113402062,"alive","Higher Clearance","31"
"3853",6,11,"alive","Higher Clearance","31"
"3854",7,9.87368421052632,"alive","Higher Clearance","31"
"3855",8,8.85106382978723,"alive","Higher Clearance","31"
"3856",9,8,"alive","Higher Clearance","31"
"3857",10,7.16304347826087,"alive","Higher Clearance","31"
"3858",11,6.54945054945055,"alive","Higher Clearance","31"
"3859",12,5.91111111111111,"alive","Higher Clearance","31"
"3860",13,5.34444444444444,"alive","Higher Clearance","31"
"3861",14,4.91011235955056,"alive","Higher Clearance","31"
"3862",15,4.38202247191011,"alive","Higher Clearance","31"
"3863",16,3.97752808988764,"alive","Higher Clearance","31"
"3864",17,3.56818181818182,"alive","Higher Clearance","31"
"3865",18,3.27272727272727,"alive","Higher Clearance","31"
"3866",19,2.93181818181818,"alive","Higher Clearance","31"
"3867",20,2.70454545454545,"alive","Higher Clearance","31"
"3926",1,15.39,"alive","Higher Infection Resistance","32"
"3927",2,15.23,"alive","Higher Infection Resistance","32"
"3928",3,15.1212121212121,"alive","Higher Infection Resistance","32"
"3929",4,14.9393939393939,"alive","Higher Infection Resistance","32"
"3930",5,14.7835051546392,"alive","Higher Infection Resistance","32"
"3931",6,14.6526315789474,"alive","Higher Infection Resistance","32"
"3932",7,14.4631578947368,"alive","Higher Infection Resistance","32"
"3933",8,14.3157894736842,"alive","Higher Infection Resistance","32"
"3934",9,14.2234042553191,"alive","Higher Infection Resistance","32"
"3935",10,14.1382978723404,"alive","Higher Infection Resistance","32"
"3936",11,14.0106382978723,"alive","Higher Infection Resistance","32"
"3937",12,13.8936170212766,"alive","Higher Infection Resistance","32"
"3938",13,13.7234042553191,"alive","Higher Infection Resistance","32"
"3939",14,13.505376344086,"alive","Higher Infection Resistance","32"
"3940",15,13.3440860215054,"alive","Higher Infection Resistance","32"
"3941",16,13.195652173913,"alive","Higher Infection Resistance","32"
"3942",17,13,"alive","Higher Infection Resistance","32"
"3943",18,12.9444444444444,"alive","Higher Infection Resistance","32"
"3944",19,12.7777777777778,"alive","Higher Infection Resistance","32"
"3945",20,12.6179775280899,"alive","Higher Infection Resistance","32"
"3976",1,18.42,"alive","Higher Clearance","32"
"3977",2,16.4387755102041,"alive","Higher Clearance","32"
"3978",3,14.9381443298969,"alive","Higher Clearance","32"
"3979",4,13.5463917525773,"alive","Higher Clearance","32"
"3980",5,12.0927835051546,"alive","Higher Clearance","32"
"3981",6,11.1958762886598,"alive","Higher Clearance","32"
"3982",7,10.020618556701,"alive","Higher Clearance","32"
"3983",8,8.98969072164948,"alive","Higher Clearance","32"
"3984",9,8.30927835051546,"alive","Higher Clearance","32"
"3985",10,7.58762886597938,"alive","Higher Clearance","32"
"3986",11,6.83157894736842,"alive","Higher Clearance","32"
"3987",12,6.08421052631579,"alive","Higher Clearance","32"
"3988",13,5.51578947368421,"alive","Higher Clearance","32"
"3989",14,4.97894736842105,"alive","Higher Clearance","32"
"3990",15,4.5531914893617,"alive","Higher Clearance","32"
"3991",16,4.07446808510638,"alive","Higher Clearance","32"
"3992",17,3.6063829787234,"alive","Higher Clearance","32"
"3993",18,3.19148936170213,"alive","Higher Clearance","32"
"3994",19,2.80851063829787,"alive","Higher Clearance","32"
"3995",20,2.5531914893617,"alive","Higher Clearance","32"
"4048",1,14.98,"alive","Higher Infection Resistance","33"
"4049",2,14.87,"alive","Higher Infection Resistance","33"
"4050",3,14.72,"alive","Higher Infection Resistance","33"
"4051",4,14.5612244897959,"alive","Higher Infection Resistance","33"
"4052",5,14.3298969072165,"alive","Higher Infection Resistance","33"
"4053",6,14.1875,"alive","Higher Infection Resistance","33"
"4054",7,14.0752688172043,"alive","Higher Infection Resistance","33"
"4055",8,13.9462365591398,"alive","Higher Infection Resistance","33"
"4056",9,13.7608695652174,"alive","Higher Infection Resistance","33"
"4057",10,13.5824175824176,"alive","Higher Infection Resistance","33"
"4058",11,13.4615384615385,"alive","Higher Infection Resistance","33"
"4059",12,13.4065934065934,"alive","Higher Infection Resistance","33"
"4060",13,13.2197802197802,"alive","Higher Infection Resistance","33"
"4061",14,13.0769230769231,"alive","Higher Infection Resistance","33"
"4062",15,12.9222222222222,"alive","Higher Infection Resistance","33"
"4063",16,12.7333333333333,"alive","Higher Infection Resistance","33"
"4064",17,12.6444444444444,"alive","Higher Infection Resistance","33"
"4065",18,12.5444444444444,"alive","Higher Infection Resistance","33"
"4066",19,12.4444444444444,"alive","Higher Infection Resistance","33"
"4067",20,12.2584269662921,"alive","Higher Infection Resistance","33"
"4098",1,18.33,"alive","Higher Clearance","33"
"4099",2,16.57,"alive","Higher Clearance","33"
"4100",3,14.6666666666667,"alive","Higher Clearance","33"
"4101",4,13.2525252525253,"alive","Higher Clearance","33"
"4102",5,11.7216494845361,"alive","Higher Clearance","33"
"4103",6,10.5154639175258,"alive","Higher Clearance","33"
"4104",7,9.46875,"alive","Higher Clearance","33"
"4105",8,8.57291666666667,"alive","Higher Clearance","33"
"4106",9,7.78125,"alive","Higher Clearance","33"
"4107",10,7.06315789473684,"alive","Higher Clearance","33"
"4108",11,6.4468085106383,"alive","Higher Clearance","33"
"4109",12,5.67021276595745,"alive","Higher Clearance","33"
"4110",13,5.0531914893617,"alive","Higher Clearance","33"
"4111",14,4.54255319148936,"alive","Higher Clearance","33"
"4112",15,4.0531914893617,"alive","Higher Clearance","33"
"4113",16,3.67021276595745,"alive","Higher Clearance","33"
"4114",17,3.31914893617021,"alive","Higher Clearance","33"
"4115",18,3.03191489361702,"alive","Higher Clearance","33"
"4116",19,2.6063829787234,"alive","Higher Clearance","33"
"4117",20,2.3936170212766,"alive","Higher Clearance","33"
"4173",1,14.71,"alive","Higher Infection Resistance","34"
"4174",2,14.61,"alive","Higher Infection Resistance","34"
"4175",3,14.4444444444444,"alive","Higher Infection Resistance","34"
"4176",4,14.3367346938776,"alive","Higher Infection Resistance","34"
"4177",5,14.1734693877551,"alive","Higher Infection Resistance","34"
"4178",6,14.0408163265306,"alive","Higher Infection Resistance","34"
"4179",7,13.8453608247423,"alive","Higher Infection Resistance","34"
"4180",8,13.7010309278351,"alive","Higher Infection Resistance","34"
"4181",9,13.59375,"alive","Higher Infection Resistance","34"
"4182",10,13.46875,"alive","Higher Infection Resistance","34"
"4183",11,13.3894736842105,"alive","Higher Infection Resistance","34"
"4184",12,13.2947368421053,"alive","Higher Infection Resistance","34"
"4185",13,13.1702127659574,"alive","Higher Infection Resistance","34"
"4186",14,13.0430107526882,"alive","Higher Infection Resistance","34"
"4187",15,12.9032258064516,"alive","Higher Infection Resistance","34"
"4188",16,12.8064516129032,"alive","Higher Infection Resistance","34"
"4189",17,12.7096774193548,"alive","Higher Infection Resistance","34"
"4190",18,12.5760869565217,"alive","Higher Infection Resistance","34"
"4191",19,12.4891304347826,"alive","Higher Infection Resistance","34"
"4192",20,12.3222222222222,"alive","Higher Infection Resistance","34"
"4223",1,18.13,"alive","Higher Clearance","34"
"4224",2,16.2222222222222,"alive","Higher Clearance","34"
"4225",3,14.6907216494845,"alive","Higher Clearance","34"
"4226",4,13.0515463917526,"alive","Higher Clearance","34"
"4227",5,11.3684210526316,"alive","Higher Clearance","34"
"4228",6,10.2526315789474,"alive","Higher Clearance","34"
"4229",7,9.3936170212766,"alive","Higher Clearance","34"
"4230",8,8.45744680851064,"alive","Higher Clearance","34"
"4231",9,7.6063829787234,"alive","Higher Clearance","34"
"4232",10,6.91397849462366,"alive","Higher Clearance","34"
"4233",11,6.27956989247312,"alive","Higher Clearance","34"
"4234",12,5.61290322580645,"alive","Higher Clearance","34"
"4235",13,5.03225806451613,"alive","Higher Clearance","34"
"4236",14,4.49462365591398,"alive","Higher Clearance","34"
"4237",15,4.08602150537634,"alive","Higher Clearance","34"
"4238",16,3.73118279569892,"alive","Higher Clearance","34"
"4239",17,3.31182795698925,"alive","Higher Clearance","34"
"4240",18,2.83695652173913,"alive","Higher Clearance","34"
"4241",19,2.52747252747253,"alive","Higher Clearance","34"
"4242",20,2.3956043956044,"alive","Higher Clearance","34"
"4302",1,15.13,"alive","Higher Infection Resistance","35"
"4303",2,14.9795918367347,"alive","Higher Infection Resistance","35"
"4304",3,14.7916666666667,"alive","Higher Infection Resistance","35"
"4305",4,14.6631578947368,"alive","Higher Infection Resistance","35"
"4306",5,14.5473684210526,"alive","Higher Infection Resistance","35"
"4307",6,14.4,"alive","Higher Infection Resistance","35"
"4308",7,14.2421052631579,"alive","Higher Infection Resistance","35"
"4309",8,14.1182795698925,"alive","Higher Infection Resistance","35"
"4310",9,13.945652173913,"alive","Higher Infection Resistance","35"
"4311",10,13.8260869565217,"alive","Higher Infection Resistance","35"
"4312",11,13.6741573033708,"alive","Higher Infection Resistance","35"
"4313",12,13.4943820224719,"alive","Higher Infection Resistance","35"
"4314",13,13.3033707865169,"alive","Higher Infection Resistance","35"
"4315",14,13.2386363636364,"alive","Higher Infection Resistance","35"
"4316",15,13.0689655172414,"alive","Higher Infection Resistance","35"
"4317",16,12.9655172413793,"alive","Higher Infection Resistance","35"
"4318",17,12.8604651162791,"alive","Higher Infection Resistance","35"
"4319",18,12.6860465116279,"alive","Higher Infection Resistance","35"
"4320",19,12.5697674418605,"alive","Higher Infection Resistance","35"
"4321",20,12.3928571428571,"alive","Higher Infection Resistance","35"
"4352",1,18.72,"alive","Higher Clearance","35"
"4353",2,16.8080808080808,"alive","Higher Clearance","35"
"4354",3,15.2222222222222,"alive","Higher Clearance","35"
"4355",4,13.5102040816327,"alive","Higher Clearance","35"
"4356",5,12.360824742268,"alive","Higher Clearance","35"
"4357",6,11.0721649484536,"alive","Higher Clearance","35"
"4358",7,9.97938144329897,"alive","Higher Clearance","35"
"4359",8,9.05263157894737,"alive","Higher Clearance","35"
"4360",9,8.29473684210526,"alive","Higher Clearance","35"
"4361",10,7.62765957446809,"alive","Higher Clearance","35"
"4362",11,6.9247311827957,"alive","Higher Clearance","35"
"4363",12,6.12903225806452,"alive","Higher Clearance","35"
"4364",13,5.5,"alive","Higher Clearance","35"
"4365",14,4.97802197802198,"alive","Higher Clearance","35"
"4366",15,4.49450549450549,"alive","Higher Clearance","35"
"4367",16,4.11111111111111,"alive","Higher Clearance","35"
"4368",17,3.76404494382022,"alive","Higher Clearance","35"
"4369",18,3.47191011235955,"alive","Higher Clearance","35"
"4370",19,3.06741573033708,"alive","Higher Clearance","35"
"4371",20,2.76404494382022,"alive","Higher Clearance","35"
"4434",1,15.03,"alive","Higher Infection Resistance","36"
"4435",2,14.87,"alive","Higher Infection Resistance","36"
"4436",3,14.75,"alive","Higher Infection Resistance","36"
"4437",4,14.61,"alive","Higher Infection Resistance","36"
"4438",5,14.49,"alive","Higher Infection Resistance","36"
"4439",6,14.35,"alive","Higher Infection Resistance","36"
"4440",7,14.2828282828283,"alive","Higher Infection Resistance","36"
"4441",8,14.1237113402062,"alive","Higher Infection Resistance","36"
"4442",9,14,"alive","Higher Infection Resistance","36"
"4443",10,13.8865979381443,"alive","Higher Infection Resistance","36"
"4444",11,13.7010309278351,"alive","Higher Infection Resistance","36"
"4445",12,13.5833333333333,"alive","Higher Infection Resistance","36"
"4446",13,13.4375,"alive","Higher Infection Resistance","36"
"4447",14,13.2916666666667,"alive","Higher Infection Resistance","36"
"4448",15,13.1702127659574,"alive","Higher Infection Resistance","36"
"4449",16,13.1063829787234,"alive","Higher Infection Resistance","36"
